# meta_json: {"atom_symbols": ["N", "Ta"], "lattice_vectors_override_angstrom": null, "lattice_vectors_raw": [[1.4699710891, -2.5460646119, 0.0], [1.4699710891, 2.5460646119, 0.0], [0.0, 0.0, 2.89017508]], "source_format": "phonopy_force_constants", "thickness_angstrom": null, "thickness_direction": null, "transport_direction": 2, "transverse_area_m2": 7.358572493553535e-20}
# omega_qe	freq_thz	freq_cm^-1	transmission	transmission_per_m2
2.7099522492e-03	8.91531462	297.38288545	3.220921382001e-120	4.377100836911e-101
2.7486658527e-03	9.04267626	301.63121238	7.864254544542e-127	1.068720128997e-107
2.7873794563e-03	9.17003789	305.87953932	5.346048512428e-133	7.265061962917e-114
2.8260930598e-03	9.29739953	310.12786625	8.866415788383e-139	1.204909756091e-119
2.8648066634e-03	9.42476117	314.37619319	3.250715785265e-144	4.417590216190e-125
2.9035202670e-03	9.55212281	318.62452012	2.445584756276e-149	3.323449974052e-130
2.9422338705e-03	9.67948444	322.87284706	3.568844700420e-154	4.849914441349e-135
2.9809474741e-03	9.80684608	327.12117399	9.690160379529e-159	1.316853287512e-139
3.0196610776e-03	9.93420772	331.36950093	1.129773402349e-161	1.535315991436e-142
3.0583746812e-03	10.06156936	335.61782786	7.126384674386e-161	9.684466220356e-142
3.0970882848e-03	10.18893099	339.86615480	5.770192853193e-160	7.841456829090e-141
3.1358018883e-03	10.31629263	344.11448173	5.655550628482e-159	7.685662719823e-140
3.1745154919e-03	10.44365427	348.36280867	6.635427728384e-158	9.017275747704e-139
3.2132290954e-03	10.57101591	352.61113560	9.247890666731e-157	1.256750636735e-137
3.2519426990e-03	10.69837754	356.85946254	1.523617068333e-155	2.070533475980e-136
3.2906563026e-03	10.82573918	361.10778947	2.959629867479e-154	4.022016321878e-135
3.3293699061e-03	10.95310082	365.35611641	6.773792482654e-153	9.205307807443e-134
3.3680835097e-03	11.08046246	369.60444334	1.828490795496e-151	2.484844441090e-132
3.4067971132e-03	11.20782409	373.85277028	5.835951145065e-150	7.930819666692e-131
3.4455107168e-03	11.33518573	378.10109721	2.211031133282e-148	3.004701163465e-129
3.4842243204e-03	11.46254737	382.34942415	9.996381434406e-147	1.358467480366e-127
3.5229379239e-03	11.58990901	386.59775108	5.429360995654e-145	7.378280230860e-126
3.5616515275e-03	11.71727064	390.84607802	3.571207995224e-143	4.853126062634e-124
3.6003651310e-03	11.84463228	395.09440495	2.872025405448e-141	3.902965429728e-122
3.6390787346e-03	11.97199392	399.34273189	2.855685876980e-139	3.880760676723e-120
3.6777923382e-03	12.09935556	403.59105882	3.556255515540e-137	4.832806252375e-118
3.7165059417e-03	12.22671719	407.83938576	5.630056115861e-135	7.651016716616e-116
3.7552195453e-03	12.35407883	412.08771269	1.152755520994e-132	1.566547753663e-113
3.7939331488e-03	12.48144047	416.33603963	3.113760732446e-130	4.231473883248e-111
3.8326467524e-03	12.60880210	420.58436656	1.135359689567e-127	1.542907528004e-108
3.8713603560e-03	12.73616374	424.83269350	5.739619736025e-125	7.799909209365e-106
3.9100739595e-03	12.86352538	429.08102043	4.150568580394e-122	5.640453476581e-103
3.9487875631e-03	12.99088702	433.32934737	4.454629679971e-119	6.053660113932e-100
3.9875011666e-03	13.11824865	437.57767430	7.413912722019e-116	1.007520511419e-96
4.0262147702e-03	13.24561029	441.82600124	2.017246908614e-112	2.741356302981e-93
4.0649283738e-03	13.37297193	446.07432817	9.571183650749e-109	1.300684835154e-89
4.1036419773e-03	13.50033357	450.32265511	8.579682268098e-105	1.165943839734e-85
4.1423555809e-03	13.62769520	454.57098204	1.608498332944e-100	2.185883653865e-81
4.1810691844e-03	13.75505684	458.81930898	7.199332610710e-96	9.783599491636e-77
4.2197827880e-03	13.88241848	463.06763591	9.193619552675e-91	1.249375413605e-71
4.2584963916e-03	14.00978012	467.31596285	4.305393902116e-85	5.850854776368e-66
4.2972099951e-03	14.13714175	471.56428978	1.077432068081e-78	1.464186252190e-59
4.3359235987e-03	14.26450339	475.81261672	2.683196793757e-71	3.646355045232e-52
4.3746372022e-03	14.39186503	480.06094365	2.238958606815e-62	3.042653461357e-43
4.4133508058e-03	14.51922667	484.30927059	1.903575059037e-50	2.586880893957e-31
4.4520644094e-03	14.64658830	488.55759752	1.081342167562e-23	1.469499917965e-04
4.4907780129e-03	14.77394994	492.80592446	6.774343184591e-02	9.206056188922e+17
4.5294916165e-03	14.90131158	497.05425139	1.363028693420e-01	1.852300421874e+18
4.5682052200e-03	15.02867322	501.30257833	2.186597656739e-01	2.971497065028e+18
4.6069188236e-03	15.15603485	505.55090526	2.864829200931e-01	3.893186081187e+18
4.6456324271e-03	15.28339649	509.79923220	4.007751974991e-01	5.446371532660e+18
4.6843460307e-03	15.41075813	514.04755913	5.064788311206e-01	6.882840816807e+18
4.7230596343e-03	15.53811977	518.29588607	5.891233975308e-01	8.005946779038e+18
4.7617732378e-03	15.66548140	522.54421300	8.764902413746e-01	1.191114502361e+19
4.8004868414e-03	15.79284304	526.79253994	1.068162868168e+00	1.451589787426e+19
4.8392004449e-03	15.92020468	531.04086687	1.247222883445e+00	1.694925047674e+19
4.8779140485e-03	16.04756632	535.28919381	1.340434996409e+00	1.821596508812e+19
4.9166276521e-03	16.17492795	539.53752074	1.289986015159e+00	1.753038400165e+19
4.9553412556e-03	16.30228959	543.78584768	1.343865627643e+00	1.826258596787e+19
4.9940548592e-03	16.42965123	548.03417461	1.436343040935e+00	1.951931631024e+19
5.0327684627e-03	16.55701286	552.28250155	1.287535597685e+00	1.749708382724e+19
5.0714820663e-03	16.68437450	556.53082848	1.275356954014e+00	1.733158102514e+19
5.1101956699e-03	16.81173614	560.77915542	1.122164183261e+00	1.524975372933e+19
5.1489092734e-03	16.93909778	565.02748235	9.478402468482e-01	1.288076250765e+19
5.1876228770e-03	17.06645941	569.27580929	7.338446139614e-01	9.972649105574e+18
5.2263364805e-03	17.19382105	573.52413622	6.458637591727e-01	8.777025159955e+18
5.2650500841e-03	17.32118269	577.77246316	7.796679391812e-01	1.059536941254e+19
5.3037636877e-03	17.44854433	582.02079009	1.097909933900e+00	1.492014836929e+19
5.3424772912e-03	17.57590596	586.26911703	1.147291262201e+00	1.559122048748e+19
5.3811908948e-03	17.70326760	590.51744396	1.325095196944e+00	1.800750346762e+19
5.4199044983e-03	17.83062924	594.76577090	1.041219740111e+00	1.414975174905e+19
5.4586181019e-03	17.95799088	599.01409783	5.393273349752e-01	7.329238591421e+18
5.4973317055e-03	18.08535251	603.26242477	2.459465759139e-01	3.342313690995e+18
5.5360453090e-03	18.21271415	607.51075170	1.785038876566e-01	2.425795054855e+18
5.5747589126e-03	18.34007579	611.75907864	1.510460179281e-01	2.052653800183e+18
5.6134725161e-03	18.46743743	616.00740557	1.370806527016e-01	1.862870180619e+18
5.6521861197e-03	18.59479906	620.25573251	9.587694580668e-02	1.302928603213e+18
5.6908997233e-03	18.72216070	624.50405944	5.502549951975e-02	7.477741038490e+17
5.7296133268e-03	18.84952234	628.75238638	4.123235785926e-02	5.603309323294e+17
5.7683269304e-03	18.97688398	633.00071331	2.734045242122e-02	3.715456013401e+17
