# kx	kx_over_pi	mode0	mode1	mode2	mode3	mode4	mode5	mode0_cm1	mode1_cm1	mode2_cm1	mode3_cm1	mode4_cm1	mode5_cm1
4.6003296680e-01	1.4643304130e-01	2.417027613664e-04	3.336622317144e-04	6.727626486567e-04	4.729278163091e-03	4.921469091420e-03	5.113700247528e-03	26.52381223	36.61519765	73.82716715	518.97829073	540.06880730	561.16373837
4.6396487250e-01	1.4768460576e-01	2.459316276974e-04	3.369537607431e-04	6.764865598245e-04	4.729314513577e-03	4.922157109510e-03	5.113674930908e-03	26.98787666	36.97640121	74.23581917	518.98227973	540.14430856	561.16096019
4.6789677819e-01	1.4893617021e-01	2.501223901034e-04	3.402393167177e-04	6.802192180371e-04	4.729351102649e-03	4.922850457760e-03	5.113649397541e-03	27.44775968	37.33694931	74.64543106	518.98629492	540.22039474	561.15815822
4.7182868389e-01	1.5018773467e-01	2.542768901628e-04	3.435190272258e-04	6.839604228654e-04	4.729387928614e-03	4.923549123184e-03	5.113623647419e-03	27.90366337	37.69685593	75.05598084	518.99033610	540.29706441	561.15533247
4.7576058959e-01	1.5143929912e-01	2.583968348564e-04	3.467930143707e-04	6.877099774733e-04	4.729424989766e-03	4.924253092700e-03	5.113597680534e-03	28.35577504	38.05613449	75.46744690	518.99440310	540.37431613	561.15248294
4.7969249529e-01	1.5269086358e-01	2.624838095247e-04	3.500613950488e-04	6.914676885460e-04	4.729462284392e-03	4.924962353133e-03	5.113571496882e-03	28.80426867	38.41479782	75.87980802	518.99849571	540.45214847	561.14960961
4.8362440099e-01	1.5394242804e-01	2.665392892814e-04	3.533242812105e-04	6.952333662189e-04	4.729499810764e-03	4.925676891214e-03	5.113545096456e-03	29.24930613	38.77285819	76.29304338	519.00261375	540.53055996	561.14671250
4.8755630669e-01	1.5519399249e-01	2.705646490973e-04	3.565817801043e-04	6.990068240073e-04	4.729537567150e-03	4.926396693581e-03	5.113518479254e-03	29.69103831	39.13032737	76.70713251	519.00675704	540.60954914	561.14379160
4.9148821239e-01	1.5644555695e-01	2.745611727415e-04	3.598339945070e-04	7.027878787378e-04	4.729575551803e-03	4.927121746779e-03	5.113491645272e-03	30.12960609	39.48721665	77.12205531	519.01092537	540.68911453	561.14084691
4.9542011809e-01	1.5769712140e-01	2.785300607319e-04	3.630810229395e-04	7.065763504807e-04	4.729613762969e-03	4.927852037261e-03	5.113464594508e-03	30.56514120	39.84353683	77.53779203	519.01511856	540.76925465	561.13787844
4.9935202379e-01	1.5894868586e-01	2.824724374256e-04	3.663229598702e-04	7.103720624837e-04	4.729652198885e-03	4.928587551388e-03	5.113437326964e-03	30.99776704	40.19929829	77.95432327	519.01933641	540.84996799	561.13488617
5.0328392949e-01	1.6020025031e-01	2.863893573607e-04	3.695598959070e-04	7.141748411065e-04	4.729690857775e-03	4.929328275430e-03	5.113409842638e-03	31.42759932	40.55451096	78.37162999	519.02357874	540.93125306	561.13187011
5.0721583519e-01	1.6145181477e-01	2.902818109415e-04	3.727919179775e-04	7.179845157567e-04	4.729729737857e-03	4.930074195563e-03	5.113382141534e-03	31.85474672	40.90918439	78.78969346	519.02784533	541.01310833	561.12883027
5.1114774088e-01	1.6270337922e-01	2.941507295499e-04	3.760191094995e-04	7.218009188271e-04	4.729768837337e-03	4.930825297875e-03	5.113354223655e-03	32.27931147	41.26332772	79.20849529	519.03213600	541.09553228	561.12576663
5.1507964658e-01	1.6395494368e-01	2.979969901509e-04	3.792415505413e-04	7.256238856339e-04	4.729808154414e-03	4.931581568362e-03	5.113326089006e-03	32.70138978	41.61694975	79.62801740	519.03645056	541.17852338	561.12267921
5.1901155228e-01	1.6520650814e-01	3.018214194513e-04	3.824593179742e-04	7.294532543560e-04	4.729847687275e-03	4.932342992931e-03	5.113297737592e-03	33.12107239	41.97005891	80.04824205	519.04078879	541.26208007	561.11956801
5.2294345798e-01	1.6645807259e-01	3.056247976644e-04	3.856724856150e-04	7.332888659756e-04	4.729887434100e-03	4.933109557398e-03	5.113269169421e-03	33.53844490	42.32266330	80.46915177	519.04515050	541.34620079	561.11643301
5.2687536368e-01	1.6770963705e-01	3.094078619243e-04	3.888811243623e-04	7.371305642202e-04	4.729927393060e-03	4.933881247490e-03	5.113240384502e-03	33.95358822	42.67477071	80.89072942	519.04953548	541.43088399	561.11327423
5.3080726938e-01	1.6896120150e-01	3.131713093883e-04	3.920853023245e-04	7.409781955052e-04	4.729967562315e-03	4.934658048847e-03	5.113211382845e-03	34.36657884	43.02638860	81.31295815	519.05394355	541.51612809	561.11009167
5.3473917508e-01	1.7021276596e-01	3.169158000627e-04	3.952850849409e-04	7.448316088780e-04	4.730007940018e-03	4.935439947017e-03	5.113182164462e-03	34.77748920	43.37752415	81.73582139	519.05837449	541.60193149	561.10688532
5.3867108078e-01	1.7146433041e-01	3.206419593792e-04	3.984805350972e-04	7.486906559628e-04	4.730048524312e-03	4.936226927463e-03	5.113152729366e-03	35.18638792	43.72818427	82.15930286	519.06282810	541.68829262	561.10365519
5.4260298648e-01	1.7271589487e-01	3.243503805508e-04	4.016717132342e-04	7.525551909075e-04	4.730089313333e-03	4.937018975558e-03	5.113123077572e-03	35.59334010	44.07837560	82.58338655	519.06730418	541.77520985	561.10040128
5.4653489218e-01	1.7396745932e-01	3.280416267273e-04	4.048586774511e-04	7.564250703299e-04	4.730130305206e-03	4.937816076588e-03	5.113093209097e-03	35.99840755	44.42810449	83.00805673	519.07180252	541.86268158	561.09712360
5.5046679788e-01	1.7521902378e-01	3.317162329718e-04	4.080414836035e-04	7.603001532673e-04	4.730171498050e-03	4.938618215754e-03	5.113063123959e-03	36.40164897	44.77737710	83.43329793	519.07632291	541.95070617	561.09382213
5.5439870357e-01	1.7647058824e-01	3.353747080759e-04	4.112201853967e-04	7.641803011247e-04	4.730212889973e-03	4.939425378168e-03	5.113032822176e-03	36.80312021	45.12619930	83.85909494	519.08086515	542.03928201	561.09049690
5.5833060927e-01	1.7772215269e-01	3.390175362297e-04	4.143948344736e-04	7.680653776261e-04	4.730254479077e-03	4.940237548856e-03	5.113002303772e-03	37.20287439	45.47457677	84.28543281	519.08542903	542.12840744	561.08714789
5.6226251497e-01	1.7897371715e-01	3.426451785587e-04	4.175654804991e-04	7.719552487654e-04	4.730296263454e-03	4.941054712761e-03	5.112971568769e-03	37.60096213	45.82251495	84.71229683	519.09001433	542.21808082	561.08377511
5.6619442067e-01	1.8022528160e-01	3.462580745426e-04	4.207321712396e-04	7.758497827595e-04	4.730338241189e-03	4.941876854738e-03	5.112940617193e-03	37.99743163	46.17001909	85.13967253	519.09462086	542.30830047	561.08037857
5.7012632637e-01	1.8147684606e-01	3.498566433250e-04	4.238949526388e-04	7.797488500011e-04	4.730380410358e-03	4.942703959557e-03	5.112909449069e-03	38.39232891	46.51709423	85.56754571	519.09924839	542.39906473	561.07695826
5.7405823207e-01	1.8272841051e-01	3.534412849251e-04	4.270538688905e-04	7.836523230135e-04	4.730422769031e-03	4.943536011904e-03	5.112878064428e-03	38.78569786	46.86374522	85.99590236	519.10389671	542.49037192	561.07351420
5.7799013777e-01	1.8397997497e-01	3.570123813594e-04	4.302089625064e-04	7.875600764062e-04	4.730465315267e-03	4.944372996382e-03	5.112846463299e-03	39.17758040	47.20997673	86.42472872	519.10856562	542.58222035	561.07004638
5.8192204347e-01	1.8523153942e-01	3.605702976817e-04	4.333602743826e-04	7.914719868307e-04	4.730508047120e-03	4.945214897509e-03	5.112814645716e-03	39.56801658	47.55579323	86.85401127	519.11325490	542.67460832	561.06655480
5.8585394917e-01	1.8648310388e-01	3.641153829488e-04	4.365078438610e-04	7.953879329384e-04	4.730550962636e-03	4.946061699720e-03	5.112782611713e-03	39.95704472	47.90119906	87.28373669	519.11796434	542.76753412	561.06303947
5.8978585487e-01	1.8773466834e-01	3.676479711178e-04	4.396517087895e-04	7.993077953384e-04	4.730594059851e-03	4.946913387366e-03	5.112750361328e-03	40.34470147	48.24619836	87.71389186	519.12269371	542.86099604	561.05950040
5.9371776057e-01	1.8898623279e-01	3.711683818803e-04	4.427919055783e-04	8.032314565571e-04	4.730637336796e-03	4.947769944718e-03	5.112717894598e-03	40.73102189	48.59079512	88.14446391	519.12744280	542.95499234	561.05593759
5.9764966626e-01	1.9023779725e-01	3.746769214405e-04	4.459284692541e-04	8.071588009974e-04	4.730680791494e-03	4.948631355962e-03	5.112685211565e-03	41.11603961	48.93499320	88.57544015	519.13221141	543.04952130	561.05235104
6.0158157196e-01	1.9148936170e-01	3.781738832397e-04	4.490614335116e-04	8.110897149004e-04	4.730724421962e-03	4.949497605204e-03	5.112652312273e-03	41.49978681	49.27879629	89.00680809	519.13699930	543.14458117	561.04874076
6.0551347766e-01	1.9274092616e-01	3.816595486325e-04	4.521908307631e-04	8.150240863065e-04	4.730768226206e-03	4.950368676469e-03	5.112619196768e-03	41.88229437	49.62220794	89.43855545	519.14180626	543.24017019	561.04510676
6.0944538336e-01	1.9399249061e-01	3.851341875193e-04	4.553166921853e-04	8.189618050185e-04	4.730812202229e-03	4.951244553700e-03	5.112585865096e-03	42.26359192	49.96523159	89.87067013	519.14663207	543.33628661	561.04144903
6.1337728906e-01	1.9524405507e-01	3.885980589369e-04	4.584390477642e-04	8.229027625642e-04	4.730856348025e-03	4.952125220761e-03	5.112552317309e-03	42.64370787	50.30787051	90.30314023	519.15147651	543.43292865	561.03776758
6.1730919476e-01	1.9649561952e-01	3.920514116116e-04	4.615579263384e-04	8.268468521615e-04	4.730900661582e-03	4.953010661433e-03	5.112518553459e-03	43.02266952	50.65012787	90.73595404	519.15633936	543.53009453	561.03406243
6.2124110046e-01	1.9774718398e-01	3.954944844773e-04	4.646733556402e-04	8.307939686825e-04	4.730945140880e-03	4.953900859420e-03	5.112484573602e-03	43.40050309	50.99200672	91.16910001	519.16122040	543.62778247	561.03033357
6.2517300616e-01	1.9899874844e-01	3.989275071615e-04	4.677853623345e-04	8.347440086200e-04	4.730989783894e-03	4.954795798348e-03	5.112450377795e-03	43.77723379	51.33350998	91.60256679	519.16611940	543.72599066	561.02658102
6.2910491186e-01	2.0025031289e-01	4.023507004408e-04	4.708939720571e-04	8.386968700533e-04	4.731034588590e-03	4.955695461759e-03	5.112415966099e-03	44.15288583	51.67464046	92.03634319	519.17103615	543.82471731	561.02280477
6.3303681756e-01	2.0150187735e-01	4.057642766696e-04	4.739992094500e-04	8.426524526157e-04	4.731079552931e-03	4.956599833122e-03	5.112381338577e-03	44.52748252	52.01540088	92.47041820	519.17597042	543.92396060	561.01900484
6.3696872326e-01	2.0275344180e-01	4.091684401822e-04	4.771010981966e-04	8.466106574626e-04	4.731124674871e-03	4.957508895826e-03	5.112346495295e-03	44.90104629	52.35579382	92.90478098	519.18092198	544.02371870	561.01518123
6.4090062896e-01	2.0400500626e-01	4.125633876714e-04	4.801996610544e-04	8.505713872400e-04	4.731169952358e-03	4.958422633181e-03	5.112311436322e-03	45.27359871	52.69582180	93.33942083	519.18589061	544.12398978	561.01133395
6.4483253465e-01	2.0525657071e-01	4.159493085451e-04	4.832949198867e-04	8.545345460538e-04	4.731215383334e-03	4.959341028421e-03	5.112276161729e-03	45.64516058	53.03548719	93.77432724	519.19087608	544.22477201	561.00746301
6.4876444035e-01	2.0650813517e-01	4.193263852621e-04	4.863868956929e-04	8.585000394398e-04	4.731260965735e-03	4.960264064703e-03	5.112240671591e-03	46.01575191	53.37479232	94.20948984	519.19587817	544.32606353	561.00356842
6.5269634605e-01	2.0775969962e-01	4.226947936484e-04	4.894756086377e-04	8.624677743347e-04	4.731306697493e-03	4.961191725109e-03	5.112204965985e-03	46.38539201	53.71373938	94.64489842	519.20089665	544.42786250	560.99965018
6.5662825175e-01	2.0901126408e-01	4.260547031963e-04	4.925610780794e-04	8.664376590471e-04	4.731352576530e-03	4.962123992643e-03	5.112169044993e-03	46.75409946	54.05233052	95.08054291	519.20593129	544.53016703	560.99570831
6.6056015745e-01	2.1026282854e-01	4.294062773461e-04	4.956433225959e-04	8.704096032295e-04	4.731398600766e-03	4.963060850234e-03	5.112132908698e-03	47.12189221	54.39056776	95.51641340	519.21098187	544.63297527	560.99174281
6.6449206315e-01	2.1151439299e-01	4.327496737526e-04	4.987223600111e-04	8.743835178513e-04	4.731444768114e-03	4.964002280736e-03	5.112096557187e-03	47.48878756	54.72845306	95.95250013	519.21604815	544.73628533	560.98775369
6.6842396885e-01	2.1276595745e-01	4.360850445372e-04	5.017982074194e-04	8.783593151715e-04	4.731491076480e-03	4.964948266929e-03	5.112059990551e-03	47.85480220	55.06598830	96.38879345	519.22112991	544.84009531	560.98374097
6.7235587455e-01	2.1401752190e-01	4.394125365257e-04	5.048708812093e-04	8.823369087127e-04	4.731537523767e-03	4.965898791518e-03	5.112023208883e-03	48.21995224	55.40317527	96.82528389	519.22622691	544.94440333	560.97970465
6.7628778025e-01	2.1526908636e-01	4.427322914743e-04	5.079403970864e-04	8.863162132359e-04	4.731584107872e-03	4.966853837133e-03	5.111986212281e-03	48.58425323	55.74001570	97.26196209	519.23133892	545.04920747	560.97564474
6.8021968595e-01	2.1652065081e-01	4.460444462831e-04	5.110067700950e-04	8.902971447146e-04	4.731630826685e-03	4.967813386331e-03	5.111949000847e-03	48.94772021	56.07651125	97.69881882	519.23646572	545.15450582	560.97156126
6.8415159165e-01	2.1777221527e-01	4.493491331984e-04	5.140700146395e-04	8.942796203113e-04	4.731677678093e-03	4.968777421597e-03	5.111911574685e-03	49.31036768	56.41266348	98.13584500	519.24160707	545.26029647	560.96745421
6.8808349734e-01	2.1902377972e-01	4.526464800048e-04	5.171301445046e-04	8.982635583529e-04	4.731724659977e-03	4.969745925341e-03	5.111873933903e-03	49.67220967	56.74847392	98.57303167	519.24676273	545.36657747	560.96332361
6.9201540304e-01	2.2027534418e-01	4.559366102076e-04	5.201871728743e-04	9.022488783074e-04	4.731771770213e-03	4.970718879904e-03	5.111836078614e-03	50.03325973	57.08394400	99.01036998	519.25193248	545.47334689	560.95916947
6.9594730874e-01	2.2152690864e-01	4.592196432054e-04	5.232411123512e-04	9.062355007613e-04	4.731819006672e-03	4.971696267551e-03	5.111798008935e-03	50.39353095	57.41907512	99.44785123	519.25711608	545.58060279	560.95499181
6.9987921444e-01	2.2277847309e-01	4.624956944543e-04	5.262919749744e-04	9.102233473971e-04	4.731866367222e-03	4.972678070478e-03	5.111759724987e-03	50.75303602	57.75386860	99.88546681	519.26231330	545.68834320	560.95079063
7.0381112014e-01	2.2403003755e-01	4.657648756245e-04	5.293397722366e-04	9.142123409712e-04	4.731913849724e-03	4.973664270808e-03	5.111721226893e-03	51.11178719	58.08832569	100.32320826	519.26752391	545.79656618	560.94656595
7.0774302584e-01	2.2528160200e-01	4.690272947485e-04	5.323845151010e-04	9.182024052929e-04	4.731961452035e-03	4.974654850594e-03	5.111682514784e-03	51.46979631	58.42244760	100.76106721	519.27274766	545.90526975	560.94231779
7.1167493154e-01	2.2653316646e-01	4.722830563621e-04	5.354262140174e-04	9.221934652033e-04	4.732009172010e-03	4.975649791820e-03	5.111643588794e-03	51.82707485	58.75623547	101.19903541	519.27798432	546.01445193	560.93804616
7.1560683724e-01	2.2778473091e-01	4.755322616390e-04	5.384648789376e-04	9.261854465547e-04	4.732057007496e-03	4.976649076396e-03	5.111604449060e-03	52.18363391	59.08969040	101.63710473	519.28323366	546.12411073	560.93375107
7.1953874294e-01	2.2903629537e-01	4.787750085192e-04	5.415005193304e-04	9.301782761911e-04	4.732104956338e-03	4.977652686166e-03	5.111565095726e-03	52.53948425	59.42281343	102.07526713	519.28849543	546.23424418	560.92943254
7.2347064864e-01	2.3028785982e-01	4.820113918303e-04	5.445331441961e-04	9.341718819279e-04	4.732153016378e-03	4.978660602901e-03	5.111525528940e-03	52.89463627	59.75560554	102.51351471	519.29376941	546.34485025	560.92509058
7.2740255434e-01	2.3153942428e-01	4.852415034043e-04	5.475627620801e-04	9.381661925337e-04	4.732201185451e-03	4.979672808306e-03	5.111485748856e-03	53.24910004	60.08806768	102.95183963	519.29905536	546.45592696	560.92072523
7.3133446003e-01	2.3279098874e-01	4.884654321882e-04	5.505893810865e-04	9.421611377109e-04	4.732249461391e-03	4.980689284017e-03	5.111445755632e-03	53.60288533	60.42020072	103.39023419	519.30435303	546.56747227	560.91633648
7.3526636573e-01	2.3404255319e-01	4.916832643499e-04	5.536130088910e-04	9.461566480777e-04	4.732297842026e-03	4.981710011598e-03	5.111405549431e-03	53.95600160	60.75200552	103.82869077	519.30966219	546.67948418	560.91192436
7.3919827143e-01	2.3529411765e-01	4.948950833790e-04	5.566336527534e-04	9.501526551504e-04	4.732346325182e-03	4.982734972548e-03	5.111365130424e-03	54.30845799	61.08348287	104.26720186	519.31498260	546.79196064	560.90748888
7.4313017713e-01	2.3654568210e-01	4.981009701836e-04	5.596513195292e-04	9.541490913253e-04	4.732394908680e-03	4.983764148299e-03	5.111324498784e-03	54.66026341	61.41463352	104.70576004	519.32031402	546.90489963	560.90303008
7.4706208283e-01	2.3779724656e-01	5.013010031820e-04	5.626660156819e-04	9.581458898627e-04	4.732443590340e-03	4.984797520213e-03	5.111283654694e-03	55.01142644	61.74545819	105.14435799	519.32565622	547.01829909	560.89854795
7.5099398853e-01	2.3904881101e-01	5.044952583911e-04	5.656777472937e-04	9.621429848689e-04	4.732492367975e-03	4.985835069585e-03	5.111242598341e-03	55.36195543	62.07595753	105.58298846	519.33100895	547.13215697	560.89404254
7.5492589423e-01	2.4030037547e-01	5.076838095101e-04	5.686865200762e-04	9.661403112810e-04	4.732541239399e-03	4.986876777644e-03	5.111201329919e-03	55.71185847	62.40613218	106.02164433	519.33637197	547.24647121	560.88951385
7.5885779993e-01	2.4155193992e-01	5.108667280014e-04	5.716923393814e-04	9.701378048503e-04	4.732590202419e-03	4.987922625553e-03	5.111159849627e-03	56.06114340	62.73598272	106.46031855	519.34174504	547.36123976	560.88496192
7.6278970563e-01	2.4280350438e-01	5.140440831678e-04	5.746952102113e-04	9.741354021266e-04	4.732639254841e-03	4.988972594407e-03	5.111118157673e-03	56.40981783	63.06550970	106.89900414	519.34712792	547.47646052	560.88038676
7.6672161133e-01	2.4405506884e-01	5.172159422257e-04	5.776951372279e-04	9.781330404434e-04	4.732688394469e-03	4.990026665236e-03	5.111076254271e-03	56.75788913	63.39471364	107.33769424	519.35252037	547.59213142	560.87578839
7.7065351703e-01	2.4530663329e-01	5.203823703761e-04	5.806921247625e-04	9.821306579024e-04	4.732737619102e-03	4.991084819003e-03	5.111034139642e-03	57.10536445	63.72359501	107.77638205	519.35792215	547.70825038	560.87116684
7.7458542272e-01	2.4655819775e-01	5.235434308720e-04	5.836861768247e-04	9.861281933595e-04	4.732786926539e-03	4.992147036607e-03	5.110991814016e-03	57.45225075	64.05215425	108.21506086	519.36333301	547.82481529	560.86652214
7.7851732842e-01	2.4780976220e-01	5.266991850836e-04	5.866772971116e-04	9.901255864099e-04	4.732836314573e-03	4.993213298880e-03	5.110949277630e-03	57.79855474	64.38039176	108.65372404	519.36875272	547.94182405	560.86185431
7.8244923412e-01	2.4906132666e-01	5.298496925601e-04	5.896654890160e-04	9.941227773743e-04	4.732885780997e-03	4.994283586590e-03	5.110906530730e-03	58.14428298	64.70830791	109.09236505	519.37418104	548.05927455	560.85716338
7.8638113982e-01	2.5031289111e-01	5.329950110895e-04	5.926507556345e-04	9.981197072855e-04	4.732935323602e-03	4.995357880437e-03	5.110863573568e-03	58.48944179	65.03590306	109.53097741	519.37961771	548.17716467	560.85244938
7.9031304552e-01	2.5156445557e-01	5.361351967558e-04	5.956330997760e-04	1.002116317875e-03	4.732984940175e-03	4.996436161060e-03	5.110820406409e-03	58.83403733	65.36317750	109.96955472	519.38506250	548.29549229	560.84771233
7.9424495122e-01	2.5281602003e-01	5.392703039936e-04	5.986125239689e-04	1.006112551558e-03	4.733034628502e-03	4.997518409031e-03	5.110777029524e-03	59.17807559	65.69013151	110.40809068	519.39051516	548.41425528	560.84295227
7.9817685692e-01	2.5406758448e-01	5.424003856410e-04	6.015890304687e-04	1.010108351426e-03	4.733084386368e-03	4.998604604857e-03	5.110733443195e-03	59.52156235	66.01676535	110.84657903	519.39597546	548.53345149	560.83816922
8.0210876262e-01	2.5531914894e-01	5.455254929904e-04	6.045626212655e-04	1.014103661226e-03	4.733134211553e-03	4.999694728982e-03	5.110689647714e-03	59.86450324	66.34307922	111.28501361	519.40144314	548.65307879	560.83336322
8.0604066832e-01	2.5657071339e-01	5.486456758365e-04	6.075332980905e-04	1.018098425356e-03	4.733184101839e-03	5.000788761783e-03	5.110645643385e-03	60.20690373	66.66907332	111.72338830	519.40691796	548.77313501	560.82853431
8.0997257402e-01	2.5782227785e-01	5.517609825235e-04	6.105010624232e-04	1.022092588849e-03	4.733234055003e-03	5.001886683575e-03	5.110601430521e-03	60.54876912	66.99474781	112.16169708	519.41239969	548.89361800	560.82368250
8.1390447972e-01	2.5907384230e-01	5.548714599900e-04	6.134659154978e-04	1.026086097361e-03	4.733284068822e-03	5.002988474607e-03	5.110557009447e-03	60.89010457	67.32010283	112.59993398	519.41788807	549.01452559	560.81880786
8.1783638542e-01	2.6032540676e-01	5.579771538117e-04	6.164278583095e-04	1.030078897162e-03	4.733334141073e-03	5.004094115062e-03	5.110512380500e-03	61.23091507	67.64513848	113.03809312	519.42338287	549.13585561	560.81391039
8.2176829111e-01	2.6157697121e-01	5.610781082433e-04	6.193868916210e-04	1.034070935123e-03	4.733384269529e-03	5.005203585061e-03	5.110467544032e-03	61.57120549	67.96985485	113.47616864	519.42888383	549.25760587	560.80899016
8.2570019681e-01	2.6282853567e-01	5.641743662583e-04	6.223430159677e-04	1.038062158705e-03	4.733434451963e-03	5.006316864659e-03	5.110422500406e-03	61.91098053	68.29425201	113.91415481	519.43439071	549.37977418	560.80404719
8.2963210251e-01	2.6408010013e-01	5.672659695876e-04	6.252962316644e-04	1.042052515949e-03	4.733484686148e-03	5.007433933846e-03	5.110377250000e-03	62.25024478	68.61832997	114.35204590	519.43990328	549.50235835	560.79908154
8.3356400821e-01	2.6533166458e-01	5.703529587561e-04	6.282465388104e-04	1.046041955464e-03	4.733534969853e-03	5.008554772546e-03	5.110331793206e-03	62.58900269	68.94208876	114.78983628	519.44542128	549.62535618	560.79409323
8.3749591391e-01	2.6658322904e-01	5.734353731188e-04	6.311939372949e-04	1.050030426418e-03	4.733585300850e-03	5.009679360618e-03	5.110286130433e-03	62.92725856	69.26552835	115.22752038	519.45094447	549.74876546	560.78908232
8.4142781961e-01	2.6783479349e-01	5.765132508949e-04	6.341384268024e-04	1.054017878531e-03	4.733635676907e-03	5.010807677856e-03	5.110240262106e-03	63.26501661	69.58864873	115.66509267	519.45647260	549.87258397	560.78404885
8.4535972531e-01	2.6908635795e-01	5.795866292006e-04	6.370800068181e-04	1.058004262056e-03	4.733686095792e-03	5.011939703986e-03	5.110194188666e-03	63.60228089	69.91144982	116.10254770	519.46200543	549.99680947	560.77899288
8.4929163101e-01	2.7033792240e-01	5.826555440815e-04	6.400186766323e-04	1.061989527780e-03	4.733736555275e-03	5.013075418668e-03	5.110147910575e-03	63.93905537	70.23393156	116.53988006	519.46754272	550.12143976	560.77391444
8.5322353671e-01	2.7158948686e-01	5.857200305429e-04	6.429544353455e-04	1.065973627007e-03	4.733787053123e-03	5.014214801496e-03	5.110101428311e-03	64.27534389	70.55609384	116.97708442	519.47308422	550.24647257	560.76881360
8.5715544241e-01	2.7284105131e-01	5.887801225796e-04	6.458872818732e-04	1.069956511552e-03	4.733837587102e-03	5.015357831995e-03	5.110054742376e-03	64.61115018	70.87793655	117.41415547	519.47862968	550.37190567	560.76369042
8.6108734811e-01	2.7409261577e-01	5.918358532042e-04	6.488172149503e-04	1.073938133733e-03	4.733888154981e-03	5.016504489619e-03	5.110007853292e-03	64.94647785	71.19945954	117.85108800	519.48417887	550.49773680	560.75854493
8.6501925380e-01	2.7534418023e-01	5.948872544753e-04	6.517442331355e-04	1.077918446359e-03	4.733938754526e-03	5.017654753757e-03	5.109960761605e-03	65.28133044	71.52066266	118.28787683	519.48973152	550.62396370	560.75337722
8.6895115950e-01	2.7659574468e-01	5.979343575232e-04	6.546683348156e-04	1.081897402722e-03	4.733989383504e-03	5.018808603724e-03	5.109913467883e-03	65.61571135	71.84154572	118.72451682	519.49528741	550.75058409	560.74818733
8.7288306520e-01	2.7784730914e-01	6.009771925763e-04	6.575895182094e-04	1.085874956590e-03	4.734040039682e-03	5.019966018765e-03	5.109865972725e-03	65.94962390	72.16210855	119.16100290	519.50084628	550.87759571	560.74297534
8.7681497090e-01	2.7909887359e-01	6.040157889855e-04	6.605077813724e-04	1.089851062201e-03	4.734090720829e-03	5.021126978051e-03	5.109818276754e-03	66.28307131	72.48235091	119.59733006	519.50640790	551.00499627	560.73774131
8.8074687660e-01	2.8035043805e-01	6.070501752483e-04	6.634231222000e-04	1.093825674246e-03	4.734141424712e-03	5.022291460680e-03	5.109770380623e-03	66.61605672	72.80227259	120.03349332	519.51197201	551.13278347	560.73248532
8.8467878230e-01	2.8160200250e-01	6.100803790319e-04	6.663355384316e-04	1.097798747873e-03	4.734192149099e-03	5.023459445675e-03	5.109722285021e-03	66.94858315	73.12187333	120.46948775	519.51753836	551.26095500	560.72720744
8.8861068800e-01	2.8285356696e-01	6.131064271952e-04	6.692450276543e-04	1.101770238669e-03	4.734242891759e-03	5.024630911978e-03	5.109673990665e-03	67.28065355	73.44115287	120.90530849	519.52310673	551.38950857	560.72190774
8.9254259370e-01	2.8410513141e-01	6.161283458111e-04	6.721515873067e-04	1.105740102657e-03	4.734293650463e-03	5.025805838456e-03	5.109625498315e-03	67.61227078	73.76011092	121.34095071	519.52867685	551.51844185	560.71658632
8.9647449940e-01	2.8535669587e-01	6.191461601866e-04	6.750552146819e-04	1.109708296290e-03	4.734344422979e-03	5.026984203892e-03	5.109576808764e-03	67.94343763	74.07874720	121.77640962	519.53424849	551.64775251	560.71124326
9.0040640510e-01	2.8660826033e-01	6.221598948834e-04	6.779559069314e-04	1.113674776440e-03	4.734395207081e-03	5.028165986985e-03	5.109527922852e-03	68.27415679	74.39706138	122.21168051	519.53982140	551.77743821	560.70587865
9.0433831080e-01	2.8785982478e-01	6.251695737373e-04	6.808536610679e-04	1.117639500392e-03	4.734446000540e-03	5.029351166348e-03	5.109478841463e-03	68.60443087	74.71505314	122.64675867	519.54539534	551.90749662	560.70049260
9.0827021649e-01	2.8911138924e-01	6.281752198769e-04	6.837484739690e-04	1.121602425839e-03	4.734496801130e-03	5.030539720504e-03	5.109429565528e-03	68.93426241	75.03272213	123.08163947	519.55097006	552.03792536	560.69508519
9.1220212219e-01	2.9036295369e-01	6.311768557424e-04	6.866403423801e-04	1.125563510872e-03	4.734547606626e-03	5.031731627882e-03	5.109380096035e-03	69.26365387	75.35006801	123.51631831	519.55654532	552.16872208	560.68965654
9.1613402789e-01	2.9161451815e-01	6.341745031024e-04	6.895292629173e-04	1.129522713977e-03	4.734598414805e-03	5.032926866816e-03	5.109330434026e-03	69.59260764	75.66709040	123.95079063	519.56212087	552.29988439	560.68420676
9.2006593359e-01	2.9286608260e-01	6.371681830718e-04	6.924152320707e-04	1.133479994023e-03	4.734649223443e-03	5.034125415535e-03	5.109280580607e-03	69.92112605	75.98378890	124.38505192	519.56769648	552.43140991	560.67873598
9.2399783929e-01	2.9411764706e-01	6.401579161279e-04	6.952982462069e-04	1.137435310260e-03	4.734700030322e-03	5.035327252165e-03	5.109230536949e-03	70.24921133	76.30016314	124.81909771	519.57327189	552.56329623	560.67324432
