# omega_qe	freq_thz	freq_cm^-1	transmission
1.0168270800e-02	33.45200394	1115.83874272	2.569156568337e-01
1.0272028665e-02	33.79335092	1127.22485234	2.217452336935e-01
1.0375786531e-02	34.13469790	1138.61096196	2.009674098607e-01
1.0479544396e-02	34.47604488	1149.99707158	2.219779720754e-01
1.0583302261e-02	34.81739186	1161.38318120	6.236069443655e-01
1.0687060127e-02	35.15873884	1172.76929082	5.548442267018e-01
1.0790817992e-02	35.50008582	1184.15540044	2.209075635509e-01
1.0894575857e-02	35.84143279	1195.54151006	2.219831529506e-01
1.0998333722e-02	36.18277977	1206.92761968	4.439375132544e-01
1.1102091588e-02	36.52412675	1218.31372930	4.439360663977e-01
1.1205849453e-02	36.86547373	1229.69983892	3.319227369044e-01
1.1309607318e-02	37.20682071	1241.08594854	4.408089895689e-01
1.1413365184e-02	37.54816769	1252.47205816	5.144866361115e-01
1.1517123049e-02	37.88951467	1263.85816778	8.810862828211e-01
1.1620880914e-02	38.23086165	1275.24427740	7.739982428039e-01
1.1724638780e-02	38.57220863	1286.63038702	6.654555523055e-01
1.1828396645e-02	38.91355561	1298.01649664	6.653579276305e-01
1.1932154510e-02	39.25490258	1309.40260626	4.702159297442e-01
1.2035912376e-02	39.59624956	1320.78871587	5.108024284480e-01
1.2139670241e-02	39.93759654	1332.17482549	6.491313727402e-02
1.2243428106e-02	40.27894352	1343.56093511	4.142885912621e-14
1.2347185971e-02	40.62029050	1354.94704473	6.129173489267e-16
