# meta_json: {"atom_symbols": ["Sn", "Sn", "Sn", "Sn"], "lattice_vectors_override_angstrom": null, "lattice_vectors_raw": null, "source_format": "qe_q2r_fc", "thickness_angstrom": null, "thickness_direction": null, "transport_direction": 1}
# omega_qe	freq_thz	freq_cm^-1	transmission
1.6120057926e-03	5.30324430	176.89718854	1.552748879594e+00
1.6275058483e-03	5.35423703	178.59812305	1.442281773851e+00
1.6430059040e-03	5.40522976	180.29905755	1.654743432323e+00
1.6585059597e-03	5.45622250	181.99999206	1.773437275195e+00
1.6740060154e-03	5.50721523	183.70092656	2.214807420563e+00
1.6895060711e-03	5.55820796	185.40186107	2.537366022087e+00
1.7050061268e-03	5.60920070	187.10279557	2.960504248094e+00
1.7205061825e-03	5.66019343	188.80373008	2.316638145827e+00
1.7360062382e-03	5.71118617	190.50466459	2.072658358862e+00
1.7515062939e-03	5.76217890	192.20559909	1.764546749049e+00
1.7670063496e-03	5.81317163	193.90653360	1.433826983187e+00
1.7825064053e-03	5.86416437	195.60746810	1.200240036310e+00
1.7980064610e-03	5.91515710	197.30840261	8.133373362600e-01
1.8135065167e-03	5.96614983	199.00933711	1.186903213932e-05
1.8290065724e-03	6.01714257	200.71027162	8.847797019613e-12
1.8445066281e-03	6.06813530	202.41120612	2.792800796405e-13
