# meta_json: {"atom_symbols": ["Sn", "Sn", "Sn", "Sn"], "lattice_vectors_override_angstrom": [[4.522901963739642, 0.0, 0.0], [0.0, 7.833896869197211, 0.0], [0.0, 0.0, 17.000005466010006]], "lattice_vectors_raw": null, "source_format": "qe_q2r_fc", "thickness_angstrom": 3.954, "thickness_direction": 3, "transport_direction": 2, "transverse_area_m2": 1.7883554364626547e-19}
# omega_qe	freq_thz	freq_cm^-1	transmission	transmission_per_m2
4.6500167094e-04	1.52978201	51.02803516	1.854264220929e+00	1.036854409992e+19
4.8050172664e-04	1.58077474	52.72896966	5.983344080504e-01	3.345724210361e+18
4.9600178234e-04	1.63176748	54.42990417	4.978199251232e-01	2.783674402600e+18
5.1150183804e-04	1.68276021	56.13083867	2.953855941444e-01	1.651716365337e+18
5.2700189374e-04	1.73375294	57.83177318	4.355039634860e-11	2.435220396385e+08
5.4250194943e-04	1.78474568	59.53270768	6.711628277053e-14	3.752961039070e+05
5.5800200513e-04	1.83573841	61.23364219	3.185536405780e-15	1.781265815973e+04
5.7350206083e-04	1.88673114	62.93457669	5.397625473043e-16	3.018206203862e+03
5.8900211653e-04	1.93772388	64.63551120	1.690926662423e-16	9.455204641913e+02
6.0450217223e-04	1.98871661	66.33644570	7.340505364785e-17	4.104612100660e+02
6.2000222792e-04	2.03970934	68.03738021	3.899623999271e-17	2.180564288151e+02
6.3550228362e-04	2.09070208	69.73831471	2.389990249952e-17	1.336417918509e+02
6.5100233932e-04	2.14169481	71.43924922	1.637512354673e-17	9.156526277079e+01
6.6650239502e-04	2.19268755	73.14018372	1.231809844884e-17	6.887947550967e+01
6.8200245072e-04	2.24368028	74.84111823	1.006567557363e-17	5.628453588363e+01
6.9750250641e-04	2.29467301	76.54205274	8.879790899431e-18	4.965338946823e+01
7.1300256211e-04	2.34566575	78.24298724	8.430046911113e-18	4.713854270373e+01
7.2850261781e-04	2.39665848	79.94392175	8.603330876798e-18	4.810749978100e+01
7.4400267351e-04	2.44765121	81.64485625	9.445463722384e-18	5.281647892696e+01
7.5950272921e-04	2.49864395	83.34579076	1.118239209380e-17	6.252891268595e+01
7.7500278490e-04	2.54963668	85.04672526	1.433522691865e-17	8.015871244815e+01
7.9050284060e-04	2.60062941	86.74765977	2.002277765673e-17	1.119619581683e+02
8.0600289630e-04	2.65162215	88.44859427	3.073704864662e-17	1.718732642288e+02
8.2150295200e-04	2.70261488	90.14952878	5.247209068398e-17	2.934097417892e+02
8.3700300770e-04	2.75360762	91.85046328	1.011912621370e-16	5.658341740898e+02
8.5250306340e-04	2.80460035	93.55139779	2.251018176782e-16	1.258708493226e+03
8.6800311909e-04	2.85559308	95.25233229	5.941124984249e-16	3.322116433409e+03
8.8350317479e-04	2.90658582	96.95326680	1.935265773881e-15	1.082148287987e+04
