# meta_json: {"summary": {"has_transmission_per_m2": true, "n_temperature_points": 201, "temperature_max_k": 400.0, "temperature_min_k": 0.0, "transmission_metadata": {"atom_symbols": ["P", "P", "P", "P"], "lattice_vectors_override_angstrom": [[3.2625138212665235, 0.0, 0.0], [0.0, 4.3413791830061905, 0.0], [0.0, 0.0, 20.28000809018394]], "lattice_vectors_raw": null, "source_format": "qe_q2r_fc", "thickness_angstrom": 2.244, "thickness_direction": 3, "transport_direction": 2, "transverse_area_m2": 7.32108101492208e-20}, "transmission_path": "C:\\Users\\zhbho\\OneDrive\\Desktop\\workspace\\15. NEGFPy\\negfpy\\studies\\phosphorene_p_zerostrain_2026q1\\phosphorene_p_zerostrain\\runs\\20260226_032907Z_phosphorene_p_zerostrain_transmission_y_area\\transmission.tsv"}}
# temperature_K	conductance_W_per_K	conductance_per_area_W_per_m2K
0.00000000	0.000000000000e+00	0.000000000000e+00
2.00000000	6.676257488357e-14	9.119223615678e+05
4.00000000	3.637270211290e-13	4.968214671953e+06
6.00000000	8.913215514076e-13	1.217472596726e+07
8.00000000	1.614458157463e-12	2.205218265134e+07
10.00000000	2.512911957646e-12	3.432432932411e+07
12.00000000	3.562446699924e-12	4.866011853527e+07
14.00000000	4.735721243087e-12	6.468609257888e+07
16.00000000	6.008017245228e-12	8.206461904986e+07
18.00000000	7.362684130480e-12	1.005682646521e+08
20.00000000	8.792290891387e-12	1.200955278799e+08
22.00000000	1.029620442418e-11	1.406377610519e+08
24.00000000	1.187699282461e-11	1.622300422629e+08
26.00000000	1.353734029438e-11	1.849090355206e+08
28.00000000	1.527809140388e-11	2.086862769684e+08
30.00000000	1.709738134894e-11	2.335362949008e+08
32.00000000	1.899055591839e-11	2.593955165867e+08
34.00000000	2.095056222195e-11	2.861676052928e+08
36.00000000	2.296855842239e-11	3.137317887287e+08
38.00000000	2.503457375006e-11	3.419518743070e+08
40.00000000	2.713811984552e-11	3.706845995858e+08
42.00000000	2.926870435869e-11	3.997866476144e+08
44.00000000	3.141622994432e-11	4.291200968858e+08
46.00000000	3.357128082648e-11	4.585563355746e+08
48.00000000	3.572530917733e-11	4.879786073192e+08
50.00000000	3.787073790678e-11	5.172834152442e+08
52.00000000	4.000099735801e-11	5.463810231915e+08
54.00000000	4.211051236002e-11	5.751952788691e+08
56.00000000	4.419465406993e-11	6.036629560559e+08
58.00000000	4.624966864749e-11	6.317327803533e+08
60.00000000	4.827259240007e-11	6.593642701355e+08
62.00000000	5.026116081788e-11	6.865264940442e+08
64.00000000	5.221371698352e-11	7.131968199381e+08
66.00000000	5.412912322033e-11	7.393597080813e+08
68.00000000	5.600667853632e-11	7.650055834946e+08
70.00000000	5.784604339667e-11	7.901298084090e+08
72.00000000	5.964717258325e-11	8.147317651816e+08
74.00000000	6.141025633254e-11	8.388140522878e+08
76.00000000	6.313566954632e-11	8.623817905803e+08
78.00000000	6.482392860584e-11	8.854420334062e+08
80.00000000	6.647565516032e-11	9.080032719871e+08
82.00000000	6.809154617741e-11	9.300750263331e+08
84.00000000	6.967234951618e-11	9.516675115898e+08
86.00000000	7.121884429529e-11	9.727913698827e+08
88.00000000	7.273182536664e-11	9.934574582414e+08
90.00000000	7.421209125874e-11	1.013676683914e+09
92.00000000	7.566043501589e-11	1.033459879240e+09
94.00000000	7.707763742488e-11	1.052817709130e+09
96.00000000	7.846446218535e-11	1.071760605099e+09
98.00000000	7.982165264174e-11	1.090298720627e+09
100.00000000	8.114992975187e-11	1.108441903408e+09
102.00000000	8.244999101882e-11	1.126199680768e+09
104.00000000	8.372251015900e-11	1.143581255123e+09
106.00000000	8.496813731944e-11	1.160595506951e+09
108.00000000	8.618749969243e-11	1.177251003189e+09
110.00000000	8.738120240541e-11	1.193556009383e+09
112.00000000	8.854982958920e-11	1.209518504285e+09
114.00000000	8.969394554897e-11	1.225146195844e+09
116.00000000	9.081409597986e-11	1.240446537810e+09
118.00000000	9.191080918339e-11	1.255426746351e+09
120.00000000	9.298459725278e-11	1.270093816244e+09
122.00000000	9.403595720454e-11	1.284454536330e+09
124.00000000	9.506537204126e-11	1.298515504029e+09
126.00000000	9.607331173633e-11	1.312283138795e+09
128.00000000	9.706023413603e-11	1.325763694435e+09
130.00000000	9.802658577769e-11	1.338963270286e+09
132.00000000	9.897280262524e-11	1.351887821259e+09
134.00000000	9.989931072545e-11	1.364543166806e+09
136.00000000	1.008065267892e-10	1.376934998858e+09
138.00000000	1.016948587031e-10	1.389068888813e+09
140.00000000	1.025647059770e-10	1.400950293652e+09
142.00000000	1.034164601342e-10	1.412584561261e+09
144.00000000	1.042505050485e-10	1.423976935046e+09
146.00000000	1.050672172358e-10	1.435132557906e+09
148.00000000	1.058669661048e-10	1.446056475663e+09
150.00000000	1.066501141717e-10	1.456753639992e+09
152.00000000	1.074170172446e-10	1.467228910944e+09
154.00000000	1.081680245812e-10	1.477487059093e+09
156.00000000	1.089034790245e-10	1.487532767395e+09
