# meta_json: {"atom_symbols": ["N", "Ta"], "lattice_vectors_override_angstrom": null, "lattice_vectors_raw": [[1.4699710891, -2.5460646119, 0.0], [1.4699710891, 2.5460646119, 0.0], [0.0, 0.0, 2.89017508]], "source_format": "phonopy_force_constants", "thickness_angstrom": null, "thickness_direction": null, "transport_direction": 1, "transverse_area_m2": 7.358572493553535e-20}
# omega_qe	freq_thz	freq_cm^-1	transmission	transmission_per_m2
2.8648066634e-03	9.42476117	314.37619319	1.875725674997e-135	2.549034716503e-116
2.9035202670e-03	9.55212281	318.62452012	9.130670431172e-140	1.240820884645e-120
2.9422338705e-03	9.67948444	322.87284706	9.021297165445e-144	1.225957503762e-124
2.9809474741e-03	9.80684608	327.12117399	1.715160265931e-147	2.330832872046e-128
3.0196610776e-03	9.93420772	331.36950093	6.001347623115e-151	8.155586736929e-132
3.0583746812e-03	10.06156936	335.61782786	3.720646716336e-154	5.056207191809e-135
3.0970882848e-03	10.18893099	339.86615480	4.234948289504e-157	5.755122060990e-138
3.1358018883e-03	10.31629263	344.11448173	2.055198451489e-157	2.792930902412e-138
3.1745154919e-03	10.44365427	348.36280867	1.847250466730e-156	2.510338069439e-137
3.2132290954e-03	10.57101591	352.61113560	2.032081438532e-155	2.761515824315e-136
3.2519426990e-03	10.69837754	356.85946254	2.703094845890e-154	3.673395686810e-135
3.2906563026e-03	10.82573918	361.10778947	4.323259540108e-153	5.875133449993e-134
3.3293699061e-03	10.95310082	365.35611641	8.286739113403e-152	1.126134059379e-132
3.3680835097e-03	11.08046246	369.60444334	1.901445445252e-150	2.583986835650e-131
3.4067971132e-03	11.20782409	373.85277028	5.226646228284e-149	7.102799126953e-130
3.4455107168e-03	11.33518573	378.10109721	1.725229057119e-147	2.344515948753e-128
3.4842243204e-03	11.46254737	382.34942415	6.865808642996e-146	9.330354017727e-127
3.5229379239e-03	11.58990901	386.59775108	3.312589393036e-144	4.501673926483e-125
3.5616515275e-03	11.71727064	390.84607802	1.951461256864e-142	2.651956284421e-123
3.6003651310e-03	11.84463228	395.09440495	1.415966612496e-140	1.924240895550e-121
3.6390787346e-03	11.97199392	399.34273189	1.278715047062e-138	1.737721614052e-119
3.6777923382e-03	12.09935556	403.59105882	1.454981415890e-136	1.977260422677e-117
3.7165059417e-03	12.22671719	407.83938576	2.116109867260e-134	2.875707033007e-115
3.7552195453e-03	12.35407883	412.08771269	4.000087861149e-132	5.435956314426e-113
3.7939331488e-03	12.48144047	416.33603963	1.002030597668e-129	1.361718728118e-110
3.8326467524e-03	12.60880210	420.58436656	3.402370838422e-127	4.623683250254e-108
3.8713603560e-03	12.73616374	424.83269350	1.607771396503e-124	2.184895776880e-105
3.9100739595e-03	12.86352538	429.08102043	1.090564046093e-121	1.482032074901e-102
3.9487875631e-03	12.99088702	433.32934737	1.101417119918e-118	1.496780959735e-99
3.9875011666e-03	13.11824865	437.57767430	1.730130304258e-115	2.351176543784e-96
4.0262147702e-03	13.24561029	441.82600124	4.455455375738e-112	6.054782200816e-93
4.0649283738e-03	13.37297193	446.07432817	2.006063357032e-108	2.726158312349e-89
4.1036419773e-03	13.50033357	450.32265511	1.710786996559e-104	2.324889777274e-85
4.1423555809e-03	13.62769520	454.57098204	3.058982131131e-100	4.157031997457e-81
4.1810691844e-03	13.75505684	458.81930898	1.309183346487e-95	1.779126790738e-76
4.2197827880e-03	13.88241848	463.06763591	1.603201914993e-90	2.178686037811e-71
4.2584963916e-03	14.00978012	467.31596285	7.225156575731e-85	9.818693207222e-66
4.2972099951e-03	14.13714175	471.56428978	1.749075203435e-78	2.376921889357e-59
4.3359235987e-03	14.26450339	475.81261672	4.254015306022e-71	5.781033359050e-52
4.3746372022e-03	14.39186503	480.06094365	3.551778190027e-62	4.826721749549e-43
4.4133508058e-03	14.51922667	484.30927059	3.352146878340e-50	4.555430936200e-31
4.4520644094e-03	14.64658830	488.55759752	9.831342077081e-23	1.336039304593e-03
4.4907780129e-03	14.77394994	492.80592446	6.770535236005e-02	9.200881342049e+17
4.5294916165e-03	14.90131158	497.05425139	1.365081786593e-01	1.855090491789e+18
4.5682052200e-03	15.02867322	501.30257833	2.192077835442e-01	2.978944404451e+18
4.6069188236e-03	15.15603485	505.55090526	2.872466853904e-01	3.903565340181e+18
4.6456324271e-03	15.28339649	509.79923220	3.957939328640e-01	5.378678177197e+18
4.6843460307e-03	15.41075813	514.04755913	5.199393432349e-01	7.065763688411e+18
4.7230596343e-03	15.53811977	518.29588607	5.894566222310e-01	8.010475166853e+18
4.7617732378e-03	15.66548140	522.54421300	8.845117050212e-01	1.202015344411e+19
4.8004868414e-03	15.79284304	526.79253994	1.081022428060e+00	1.469065405019e+19
4.8392004449e-03	15.92020468	531.04086687	1.246287522899e+00	1.693653930828e+19
4.8779140485e-03	16.04756632	535.28919381	1.339369236119e+00	1.820148184029e+19
4.9166276521e-03	16.17492795	539.53752074	1.289261744104e+00	1.752054145330e+19
4.9553412556e-03	16.30228959	543.78584768	1.340656695551e+00	1.821897788906e+19
4.9940548592e-03	16.42965123	548.03417461	1.434989532237e+00	1.950092267888e+19
5.0327684627e-03	16.55701286	552.28250155	1.294758044207e+00	1.759523393078e+19
5.0714820663e-03	16.68437450	556.53082848	1.260875535449e+00	1.713478445110e+19
5.1101956699e-03	16.81173614	560.77915542	1.138866591576e+00	1.547673264854e+19
5.1489092734e-03	16.93909778	565.02748235	9.659919756018e-01	1.312743710072e+19
5.1876228770e-03	17.06645941	569.27580929	7.177224186083e-01	9.753555043958e+18
5.2263364805e-03	17.19382105	573.52413622	6.305057244381e-01	8.568315729586e+18
5.2650500841e-03	17.32118269	577.77246316	7.541849543523e-01	1.024906603846e+19
5.3037636877e-03	17.44854433	582.02079009	1.082715671659e+00	1.471366454034e+19
5.3424772912e-03	17.57590596	586.26911703	1.151093545903e+00	1.564289197275e+19
5.3811908948e-03	17.70326760	590.51744396	1.347566304575e+00	1.831287665856e+19
5.4199044983e-03	17.83062924	594.76577090	1.011846048060e+00	1.375057525010e+19
5.4586181019e-03	17.95799088	599.01409783	5.336138769341e-01	7.251595026094e+18
5.4973317055e-03	18.08535251	603.26242477	2.454313816759e-01	3.335312411353e+18
5.5360453090e-03	18.21271415	607.51075170	1.781025810909e-01	2.420341462246e+18
5.5747589126e-03	18.34007579	611.75907864	1.628702063649e-01	2.213339700161e+18
5.6134725161e-03	18.46743743	616.00740557	1.368395312682e-01	1.859593438648e+18
5.6521861197e-03	18.59479906	620.25573251	9.541610956950e-02	1.296666026639e+18
5.6908997233e-03	18.72216070	624.50405944	5.491582687032e-02	7.462836972583e+17
5.7296133268e-03	18.84952234	628.75238638	4.115600360825e-02	5.592933091888e+17
5.7683269304e-03	18.97688398	633.00071331	2.723541629167e-02	3.701182031641e+17
