 kR11
          -3           0           1           1  -8.7016521043499994E-005
          -3           0           1           2   9.2226497401699998E-004
          -3           0           1           3   0.0000000000000000     
          -3           0           1           4  -9.8508914729700009E-004
          -3           0           1           5  -7.9026138349499997E-004
          -3           0           1           6   0.0000000000000000     
          -3           0           1           7   1.4417724000700000E-004
          -3           0           1           8   7.8773656544900002E-005
          -3           0           1           9   0.0000000000000000     
          -3           0           1          10  -1.3550053310800001E-004
          -3           0           1          11  -8.9495840050499997E-005
          -3           0           1          12   0.0000000000000000     
          -3           0           1          13  -2.0315626185400001E-004
          -3           0           1          14   4.3316058858300003E-004
          -3           0           1          15   0.0000000000000000     
          -3           0           1          16  -4.6141161458699998E-005
          -3           0           1          17  -6.4451049580199998E-004
          -3           0           1          18   0.0000000000000000     
          -3           0           1          19  -2.0315626185400001E-004
          -3           0           1          20  -4.3316058858300003E-004
          -3           0           1          21   0.0000000000000000     
          -3           0           1          22  -1.8187189173300000E-004
          -3           0           1          23  -4.1114941102699998E-008
          -3           0           1          24   0.0000000000000000     
          -3           0           2           1   5.7064824546700003E-005
          -3           0           2           2  -6.5243320419599996E-004
          -3           0           2           3   0.0000000000000000     
          -3           0           2           4  -7.9026138349499997E-004
          -3           0           2           5  -8.0240688906199999E-004
          -3           0           2           6   0.0000000000000000     
          -3           0           2           7   5.7865115654499996E-004
          -3           0           2           8  -1.0994746097800000E-004
          -3           0           2           9   0.0000000000000000     
          -3           0           2          10  -8.9495840050499997E-005
          -3           0           2          11   9.1037605459899998E-004
          -3           0           2          12   0.0000000000000000     
          -3           0           2          13   4.3316058858300003E-004
          -3           0           2          14  -7.0332740451699999E-004
          -3           0           2          15   0.0000000000000000     
          -3           0           2          16  -6.4451049580199998E-004
          -3           0           2          17   3.6352825035400002E-004
          -3           0           2          18   0.0000000000000000     
          -3           0           2          19  -4.3316058858300003E-004
          -3           0           2          20  -7.0332740451699999E-004
          -3           0           2          21   0.0000000000000000     
          -3           0           2          22  -4.1114941102699998E-008
          -3           0           2          23  -1.8186594614800000E-004
          -3           0           2          24   0.0000000000000000     
          -3           0           3           1   0.0000000000000000     
          -3           0           3           2   0.0000000000000000     
          -3           0           3           3  -6.1608719751799998E-006
          -3           0           3           4   0.0000000000000000     
          -3           0           3           5   0.0000000000000000     
          -3           0           3           6  -4.8300431998699999E-004
          -3           0           3           7   0.0000000000000000     
          -3           0           3           8   0.0000000000000000     
          -3           0           3           9  -1.4954218750000000E-005
          -3           0           3          10   0.0000000000000000     
          -3           0           3          11   0.0000000000000000     
          -3           0           3          12   6.1597329060600003E-005
          -3           0           3          13   0.0000000000000000     
          -3           0           3          14   0.0000000000000000     
          -3           0           3          15  -1.1510783535300000E-005
          -3           0           3          16   0.0000000000000000     
          -3           0           3          17   0.0000000000000000     
          -3           0           3          18   1.0905548851500000E-005
          -3           0           3          19   0.0000000000000000     
          -3           0           3          20   0.0000000000000000     
          -3           0           3          21  -1.1510783535300000E-005
