# meta_json: {"atom_symbols": ["B", "B", "B", "B", "B"], "lattice_vectors_override_angstrom": [[5.112337165743099, 0.0, 0.0], [0.0, 2.953769159320898, 0.0], [0.0, 0.0, 15.000000297369095]], "lattice_vectors_raw": [[1.0, 0.0, 0.0], [0.0, 0.577738741, 0.0], [0.0, 0.0, 2.934079958]], "source_format": "qe_q2r_fc", "thickness_angstrom": 2.7, "thickness_direction": 3, "transport_direction": 1, "transverse_area_m2": 7.975176730166427e-20}
# omega_qe	freq_thz	freq_cm^-1	transmission	transmission_per_m2
7.9737931275e-03	26.23251921	875.02265361	7.136133514972e-01	8.947931508502e+18
8.0644044130e-03	26.53061602	884.96609286	3.332211390852e-01	4.178228901496e+18
8.1550156986e-03	26.82871283	894.90953210	2.856030315196e-01	3.581149875204e+18
8.2456269841e-03	27.12680964	904.85297135	4.281538389063e-01	5.368581203810e+18
8.3362382696e-03	27.42490645	914.79641059	4.284213307804e-01	5.371935259564e+18
8.4268495552e-03	27.72300326	924.73984984	3.332537908486e-01	4.178638318923e+18
8.5174608407e-03	28.02110007	934.68328908	4.275987620832e-01	5.361621147100e+18
8.6080721263e-03	28.31919688	944.62672833	3.332579016350e-01	4.178689863692e+18
8.6986834118e-03	28.61729369	954.57016758	5.234886523660e-01	6.563975571675e+18
8.7892946973e-03	28.91539050	964.51360682	7.132711528695e-01	8.943640711704e+18
8.8799059829e-03	29.21348731	974.45704607	9.507658166922e-01	1.192156423438e+19
8.9705172684e-03	29.51158411	984.40048531	5.230854905413e-01	6.558920363015e+18
9.0611285539e-03	29.80968092	994.34392456	4.276326954709e-01	5.362046634695e+18
9.1517398395e-03	30.10777773	1004.28736380	2.373953063575e-01	2.976677688654e+18
9.2423511250e-03	30.40587454	1014.23080305	9.511741297513e-02	1.192668403389e+18
9.3329624106e-03	30.70397135	1024.17424229	1.895996881361e-01	2.377372872740e+18
9.4235736961e-03	31.00206816	1034.11768154	3.805338315234e-01	4.771478355884e+18
9.5141849816e-03	31.30016497	1044.06112079	2.855419699643e-01	3.580384230035e+18
9.6047962672e-03	31.59826178	1054.00456003	4.283456141830e-01	5.370985856185e+18
9.6954075527e-03	31.89635859	1063.94799928	5.235093994077e-01	6.564235716903e+18
9.7860188383e-03	32.19445540	1073.89143852	6.187474209177e-01	7.758416419504e+18
9.8766301238e-03	32.49255221	1083.83487777	5.236073293149e-01	6.565463650910e+18
9.9672414093e-03	32.79064902	1093.77831701	6.187997996185e-01	7.759073191166e+18
1.0057852695e-02	33.08874583	1103.72175626	9.995221716612e-01	1.253291563910e+19
1.0148463980e-02	33.38684263	1113.66519551	1.094464102575e+00	1.372338368923e+19
1.0239075266e-02	33.68493944	1123.60863475	9.992208767502e-01	1.252913773021e+19
1.0329686552e-02	33.98303625	1133.55207400	7.133837444415e-01	8.945052486964e+18
1.0420297837e-02	34.28113306	1143.49551324	3.331703993542e-01	4.177592680724e+18
1.0510909123e-02	34.57922987	1153.43895249	2.379865415554e-01	2.984091131865e+18
1.0601520408e-02	34.87732668	1163.38239173	1.427204045330e-01	1.789557891465e+18
1.0692131694e-02	35.17542349	1173.32583098	2.200559200048e-12	2.759260734278e+07
1.0782742979e-02	35.47352030	1183.26927022	5.391873132673e-14	6.760819622063e+05
