# meta_json: {"atom_symbols": ["P", "P", "P", "P"], "lattice_vectors_override_angstrom": [[3.2625138212665235, 0.0, 0.0], [0.0, 4.3413791830061905, 0.0], [0.0, 0.0, 20.28000809018394]], "lattice_vectors_raw": null, "source_format": "qe_q2r_fc", "thickness_angstrom": 2.244, "thickness_direction": 3, "transport_direction": 1, "transverse_area_m2": 9.742054886665893e-20}
# omega_qe	freq_thz	freq_cm^-1	transmission	transmission_per_m2
3.6454869143e-03	11.99307582	400.04594832	1.221089050547e+00	1.253420417717e+19
3.6819417834e-03	12.11300657	404.04640781	1.220894769204e+00	1.253220992293e+19
3.7183966525e-03	12.23293733	408.04686729	1.216300324928e+00	1.248504898687e+19
3.7548515217e-03	12.35286809	412.04732677	1.110038681891e+00	1.139429714577e+19
3.7913063908e-03	12.47279885	416.04778626	1.538267884070e+00	1.578997349087e+19
3.8277612600e-03	12.59272961	420.04824574	2.986637612993e+00	3.065716265961e+19
3.8642161291e-03	12.71266037	424.04870522	4.097718334294e+00	4.206215610530e+19
3.9006709983e-03	12.83259112	428.04916471	3.548160073045e+00	3.642106428595e+19
3.9371258674e-03	12.95252188	432.04962419	3.212876491312e+00	3.297945380814e+19
3.9735807365e-03	13.07245264	436.05008367	2.216122453517e+00	2.274799802812e+19
4.0100356057e-03	13.19238340	440.05054316	2.218104174722e+00	2.276833995010e+19
4.0464904748e-03	13.31231416	444.05100264	3.546189109595e+00	3.640083278989e+19
4.0829453440e-03	13.43224491	448.05146212	2.882413980848e+00	2.958733054146e+19
4.1194002131e-03	13.55217567	452.05192161	1.992738426431e+00	2.045501128472e+19
4.1558550823e-03	13.67210643	456.05238109	1.733435545240e+00	1.779332559101e+19
4.1923099514e-03	13.79203719	460.05284057	7.508102284624e-01	7.706897951171e+18
4.2287648205e-03	13.91196795	464.05330006	5.420335195053e-01	5.563852039544e+18
4.2652196897e-03	14.03189870	468.05375954	3.074144960875e-01	3.155540588344e+18
4.3016745588e-03	14.15182946	472.05421902	2.674948707970e-10	2.745774622592e+09
4.3381294280e-03	14.27176022	476.05467850	4.003140757446e-12	4.109133857298e+07
