# idx	kdist	kx	ky	kz	mode0	mode1	mode2	mode3	mode4	mode5	mode6	mode7	mode8	mode9	mode10	mode11	mode12	mode13	mode14	mode0_cm1	mode1_cm1	mode2_cm1	mode3_cm1	mode4_cm1	mode5_cm1	mode6_cm1	mode7_cm1	mode8_cm1	mode9_cm1	mode10_cm1	mode11_cm1	mode12_cm1	mode13_cm1	mode14_cm1
452	1.1833332329e+01	2.4085543678e+00	3.1415926536e+00	0.0000000000e+00	1.716124401178e-03	1.927937079517e-03	2.951257676206e-03	3.308960855027e-03	3.657924928042e-03	4.099773532022e-03	4.766847648497e-03	5.553508993322e-03	5.880807720786e-03	7.152966044205e-03	7.572005738551e-03	8.744544471404e-03	8.807540565430e-03	9.518225968788e-03	9.999094660138e-03	188.32288516	211.56663991	323.86309527	363.11648193	401.41086257	449.89814231	523.10106521	609.42716954	645.34405332	784.94729285	830.93158408	959.60283715	966.51585941	1044.50456787	1097.27380725
453	1.1859512267e+01	2.4347343065e+00	3.1415926536e+00	0.0000000000e+00	1.718058716012e-03	1.935787532445e-03	2.944795611446e-03	3.304061577793e-03	3.658778854148e-03	4.092778335572e-03	4.771880461713e-03	5.536403595875e-03	5.881557875275e-03	7.142319804932e-03	7.574265614938e-03	8.749454281136e-03	8.807204979554e-03	9.512216020698e-03	9.983355837009e-03	188.53515168	212.42812754	323.15396563	362.57884839	401.50457013	449.13050823	523.65335262	607.55006914	645.42637326	783.77900313	831.17957684	960.14162649	966.47903312	1043.84505230	1095.54667105
454	1.1885692206e+01	2.4609142453e+00	3.1415926536e+00	0.0000000000e+00	1.720165134806e-03	1.943586820103e-03	2.938367139759e-03	3.299203315881e-03	3.659612126558e-03	4.086032648272e-03	4.777018549000e-03	5.519594206441e-03	5.882252862888e-03	7.131551720101e-03	7.576559271191e-03	8.754105412711e-03	8.806859626771e-03	9.506320694658e-03	9.967621696540e-03	188.76630442	213.28400043	322.44852240	362.04571577	401.59601120	448.39025461	524.21719253	605.70545187	645.50263933	782.59734241	831.43127652	960.65202919	966.44113503	1043.19811504	1093.82004871
455	1.1911872145e+01	2.4870941841e+00	3.1415926536e+00	0.0000000000e+00	1.722428703861e-03	1.951319050667e-03	2.931984797583e-03	3.294394781369e-03	3.660423564536e-03	4.079539956444e-03	4.782257222683e-03	5.503093995465e-03	5.882894904569e-03	7.120700218644e-03	7.578878348570e-03	8.758493909103e-03	8.806514114573e-03	9.500548535782e-03	9.951939598834e-03	189.01470242	214.13251466	321.74814131	361.51804010	401.68505623	447.67776404	524.79207052	603.89476301	645.57309527	781.40652777	831.68576585	961.13361100	966.40321945	1042.56469382	1092.09913740
456	1.1938052084e+01	2.5132741229e+00	3.1415926536e+00	0.0000000000e+00	1.724833278915e-03	1.958967773405e-03	2.925661740262e-03	3.289645214238e-03	3.661212035814e-03	4.073303291985e-03	4.787590385732e-03	5.486916694994e-03	5.883486276692e-03	7.109805176622e-03	7.581213928148e-03	8.762614946431e-03	8.806179657269e-03	9.494907821131e-03	9.936358029777e-03	189.27857403	214.97186496	321.05426597	360.99683536	401.77158095	446.99336922	525.37731751	602.11950948	645.63799085	780.21093510	831.94206608	961.58584257	966.36651700	1041.94569694	1090.38925784
457	1.1964232022e+01	2.5394540617e+00	3.1415926536e+00	0.0000000000e+00	1.727361617193e-03	1.966515992298e-03	2.919411737962e-03	3.284964358039e-03	3.661976456429e-03	4.067325223858e-03	4.793010425140e-03	5.471076705345e-03	5.884029301814e-03	7.098907690929e-03	7.583556642526e-03	8.766462433342e-03	8.805869414152e-03	9.489406558533e-03	9.920926372435e-03	189.55602708	215.80018624	320.36840749	360.48317076	401.85546642	446.33735207	525.97209809	600.38127153	645.69758097	779.01507428	832.19914927	962.00805546	966.33247175	1041.34200315	1088.69582919
458	1.1990411961e+01	2.5656340004e+00	3.1415926536e+00	0.0000000000e+00	1.729995480419e-03	1.973946184967e-03	2.913249165830e-03	3.280362428859e-03	3.662715790509e-03	4.061607854257e-03	4.798508095169e-03	5.455589219425e-03	5.884526338641e-03	7.088049849808e-03	7.585896780127e-03	8.770028562401e-03	8.805598868156e-03	9.484052498400e-03	9.905694660109e-03	189.84506016	216.61555564	319.69214337	359.97816741	401.93659896	445.70994328	526.57539764	598.68171640	645.75212446	777.82356394	832.45594969	962.39939289	966.30278276	1040.75446296	1087.02434196
459	1.2016591900e+01	2.5918139392e+00	3.1415926536e+00	0.0000000000e+00	1.732715748349e-03	1.981240327934e-03	2.907188987287e-03	3.275850077356e-03	3.663429049982e-03	4.056152819715e-03	4.804072389042e-03	5.440470366124e-03	5.884979771262e-03	7.077274500059e-03	7.588224382319e-03	8.773303393946e-03	8.805386164908e-03	9.478853159311e-03	9.890713311373e-03	190.14357506	217.41599531	319.02711564	359.48299407	402.01487014	445.11132243	527.18600831	597.02261402	645.80188294	776.64110598	832.71137451	962.75876411	966.27944128	1040.18390144	1085.38032897
460	1.2042771839e+01	2.6179938780e+00	3.1415926536e+00	0.0000000000e+00	1.735502542296e-03	1.988379929388e-03	2.901246729230e-03	3.271438343658e-03	3.664115294259e-03	4.050961297449e-03	4.809690397875e-03	5.425737373883e-03	5.885391997724e-03	7.066625010824e-03	7.590529333785e-03	8.776274662274e-03	8.805252222859e-03	9.473815867586e-03	9.876032847880e-03	190.44939035	218.19947601	318.37502820	358.99886225	402.09017674	444.54161871	527.80251352	595.40585500	645.84711957	775.47245962	832.96431369	963.08482312	966.26474284	1039.63112257	1083.76933431
461	1.2068951778e+01	2.6441738168e+00	3.1415926536e+00	0.0000000000e+00	1.738335358013e-03	1.995346070731e-03	2.895438447838e-03	3.267138605026e-03	3.664773629866e-03	4.046034017086e-03	4.815347156150e-03	5.411408754951e-03	5.885765418061e-03	7.056145033876e-03	7.592801446674e-03	8.778928170386e-03	8.805220249043e-03	9.468947810328e-03	9.861703596328e-03	190.76025594	218.96392166	317.73764299	358.52702048	402.16242072	444.00091219	528.42327099	593.83347083	645.88809771	774.32241508	833.21364926	963.37601198	966.26123412	1039.09691504	1082.19688071
462	1.2095131716e+01	2.6703537556e+00	3.1415926536e+00	0.0000000000e+00	1.741193207202e-03	2.002119458236e-03	2.889780683629e-03	3.262962516261e-03	3.665403210067e-03	4.041371277888e-03	4.821025473857e-03	5.397504509907e-03	5.886102421870e-03	7.045878260534e-03	7.595030539086e-03	8.781249336248e-03	8.805314098514e-03	9.464256100480e-03	9.847775376781e-03	191.07386864	219.70721502	317.11677513	358.06874770	402.23150916	443.48923571	529.04639433	592.30765630	645.92507960	773.19576693	833.45826388	963.63073049	966.27153291	1038.58205939	1080.66843529
463	1.2121311655e+01	2.6965336943e+00	3.1415926536e+00	0.0000000000e+00	1.744054766792e-03	2.008680486204e-03	2.884290404390e-03	3.258921942954e-03	3.666003234455e-03	4.036972971466e-03	4.826705756792e-03	5.384046350576e-03	5.886405375560e-03	7.035868175508e-03	7.597206508435e-03	8.783226461889e-03	8.805554907423e-03	9.459747851365e-03	9.834297180469e-03	191.38788851	220.42720462	316.51428662	357.62534604	402.29735423	443.00657737	529.66973334	590.83079402	645.95832493	772.09728707	833.69704892	963.84769495	966.29795863	1038.08733624	1079.18937420
464	1.2147491594e+01	2.7227136331e+00	3.1415926536e+00	0.0000000000e+00	1.746898535054e-03	2.015009312928e-03	2.878984934662e-03	3.255028887811e-03	3.666572948552e-03	4.032838609884e-03	4.832365818499e-03	5.371057937351e-03	5.886676609400e-03	7.026157808213e-03	7.599319400197e-03	8.784855710894e-03	8.805956015622e-03	9.455430256942e-03	9.821316841328e-03	191.69995601	221.12171307	315.93207862	357.19813262	402.35987313	442.55288363	530.29085331	589.40548042	645.98808940	771.03169743	833.92891199	964.02648437	966.34197517	1037.61353501	1077.76494663
465	1.2173671533e+01	2.7488935719e+00	3.1415926536e+00	0.0000000000e+00	1.749702993453e-03	2.021085950699e-03	2.873881870590e-03	3.251295410421e-03	3.667111643402e-03	4.028967358937e-03	4.837980690248e-03	5.358565123933e-03	5.886918404490e-03	7.016789482349e-03	7.601359472463e-03	8.786146383733e-03	8.806517591067e-03	9.451310672724e-03	9.808880706731e-03	192.00770974	221.78854699	315.37208207	356.78843083	402.41898805	442.12806294	530.90701427	588.03455261	646.01462335	770.00364250	834.15278404	964.16811934	966.40360095	1037.16146290	1076.40023860
466	1.2199851471e+01	2.7750735107e+00	3.1415926536e+00	0.0000000000e+00	1.752446773068e-03	2.026890370846e-03	2.868998979149e-03	3.247733540996e-03	3.667618655167e-03	4.025358076243e-03	4.843522439468e-03	5.346596198377e-03	5.887132979785e-03	7.007804564812e-03	7.603317256660e-03	8.787123728585e-03	8.807223720149e-03	9.447396691038e-03	9.797033314084e-03	192.30880475	222.42550848	314.83624667	356.39756084	402.47462616	441.73198994	531.51515095	586.72111484	646.03817026	769.01766177	834.36762602	964.27537054	966.48108966	1036.73195306	1075.10013753
467	1.2226031410e+01	2.8012534495e+00	3.1415926536e+00	0.0000000000e+00	1.755108824226e-03	2.032402624491e-03	2.864354081121e-03	3.244355188804e-03	3.668093364740e-03	4.022009353724e-03	4.848960012369e-03	5.335182103915e-03	5.887322479303e-03	6.999243215229e-03	7.605183614708e-03	8.787827065182e-03	8.808044188322e-03	9.443696203259e-03	9.785817081053e-03	192.60093110	223.03040840	314.32652802	356.02682954	402.52671952	441.36451012	532.11185561	585.46856276	646.05896543	768.07816224	834.57243515	964.35255281	966.57112563	1036.32587146	1073.86929823
468	1.2252211349e+01	2.8274333882e+00	3.1415926536e+00	0.0000000000e+00	1.757668587894e-03	2.037602979266e-03	2.859964917595e-03	3.241172046162e-03	3.668535197377e-03	4.018919563851e-03	4.854259123227e-03	5.324356616199e-03	5.887488959634e-03	6.991144137653e-03	7.606949792814e-03	8.788303801963e-03	8.808940372606e-03	9.440217440930e-03	9.775272017989e-03	192.88183269	223.60108137	313.84487300	355.67752001	402.57520504	441.02544488	532.69336581	584.28060279	646.07723454	767.18939121	834.76625079	964.40486862	966.66947049	1035.94412142	1072.71211131
469	1.2278391288e+01	2.8536133270e+00	3.1415926536e+00	0.0000000000e+00	1.760106167256e-03	2.042472071648e-03	2.855849000384e-03	3.238195489060e-03	3.668943622338e-03	4.016086908976e-03	4.859382220850e-03	5.314156445499e-03	5.887634377874e-03	6.983544336186e-03	7.608607472017e-03	8.788602390680e-03	8.809872203532e-03	9.436968987576e-03	9.765435471451e-03	193.14932611	224.13540250	313.39320329	355.35088062	402.62002450	440.71459694	533.25556079	583.16126344	646.09319234	766.35540940	834.94816006	964.43763495	966.77172712	1035.58764487	1071.63267510
470	1.2304571227e+01	2.8797932658e+00	3.1415926536e+00	0.0000000000e+00	1.762402497728e-03	2.046991073900e-03	2.852023447421e-03	3.235436475645e-03	3.669318152560e-03	4.013509472935e-03	4.864288571486e-03	5.304621223545e-03	5.887760580085e-03	6.976478876428e-03	7.610148815546e-03	8.788767067753e-03	8.810803348774e-03	9.433959753620e-03	9.756341907346e-03	193.40131925	224.63130567	312.97339738	355.04811390	402.66112444	440.43175602	533.79397054	582.11489378	646.10704144	765.58006481	835.11730296	964.45570617	966.87390849	1035.25741961	1070.63477179
471	1.2330751165e+01	2.9059732046e+00	3.1415926536e+00	0.0000000000e+00	1.764539513607e-03	2.051141873790e-03	2.848504804983e-03	3.232905443975e-03	3.669658344352e-03	4.011185273992e-03	4.868934505763e-03	5.295793326369e-03	5.887869290385e-03	6.969980654853e-03	7.611566512986e-03	8.788835308712e-03	8.811703693273e-03	9.431198908408e-03	9.748022741033e-03	193.63582964	225.08680331	312.58727101	354.77036527	402.69845618	440.17670467	534.30380289	581.14614404	646.11897101	764.86696742	835.27287727	964.46319475	966.97270988	1034.95445187	1069.72184881
472	1.2356931104e+01	2.9321531434e+00	3.1415926536e+00	0.0000000000e+00	1.766500309426e-03	2.054907264413e-03	2.845308859495e-03	3.230612210561e-03	3.669963797113e-03	4.009112318164e-03	4.873273882935e-03	5.287717478736e-03	5.887962100759e-03	6.964080178252e-03	7.612853821202e-03	8.788837404206e-03	8.812549708137e-03	9.428695765804e-03	9.740506219617e-03	193.85100211	225.50000717	312.23655653	354.51871200	402.73197574	439.94922406	534.77999450	580.25992220	646.12915577	764.21946495	835.41414302	964.46342470	967.06554928	1034.67976372	1068.89700592
473	1.2383111043e+01	2.9583330821e+00	3.1415926536e+00	0.0000000000e+00	1.768269294040e-03	2.058271140517e-03	2.842450442518e-03	3.228565871363e-03	3.670234153081e-03	4.007288651863e-03	4.877258825695e-03	5.280440085803e-03	5.888040461658e-03	6.958805355490e-03	7.614004601940e-03	8.788797166241e-03	8.813323699917e-03	9.426459623301e-03	9.733817358697e-03	194.04512573	225.86914991	311.92288152	354.29415223	402.76164388	439.74909982	535.21729142	579.46132063	646.13775489	763.64062006	835.54042661	964.45900910	967.15048506	1034.43437544	1068.16298828
474	1.2409290982e+01	2.9845130209e+00	3.1415926536e+00	0.0000000000e+00	1.769832335429e-03	2.061218696899e-03	2.839943233427e-03	3.226774706942e-03	3.670469097107e-03	4.005712412778e-03	4.880840768898e-03	5.274008247516e-03	5.888105673463e-03	6.954181303790e-03	7.615013355983e-03	8.788733016017e-03	8.814012688626e-03	9.424499558645e-03	9.727977932166e-03	194.21664970	226.19260683	311.64774712	354.09759465	402.78742601	439.57612757	535.61036425	578.75550797	646.14491106	763.13318904	835.65112457	964.45196942	967.22609284	1034.21928321	1067.52218529
475	1.2435470920e+01	3.0106929597e+00	3.1415926536e+00	0.0000000000e+00	1.771176894232e-03	2.063736623678e-03	2.837799564985e-03	3.225246093528e-03	3.670668356455e-03	4.004381877931e-03	4.883971841813e-03	5.268468435055e-03	5.888158878853e-03	6.950230171730e-03	7.615875253740e-03	8.788659054509e-03	8.814607312592e-03	9.422824192402e-03	9.723006509665e-03	194.36419797	226.46891736	311.41250670	353.92984872	402.80929220	439.43011825	535.95395979	578.14758382	646.15074967	762.69960242	835.74570691	964.44385308	967.29134527	1034.03543302	1066.97663473
476	1.2461650859e+01	3.0368728985e+00	3.1415926536e+00	0.0000000000e+00	1.772292144073e-03	2.065813292672e-03	2.836030237633e-03	3.223986421723e-03	3.670831700634e-03	4.003295507835e-03	4.886606563259e-03	5.263864848945e-03	5.888201056138e-03	6.946970981040e-03	7.616586162121e-03	8.788585960014e-03	8.815100914721e-03	9.421441429063e-03	9.718918532383e-03	194.48658249	226.69680544	311.21834547	353.79161571	402.82721715	439.31090291	536.24308705	577.64239864	646.15537810	762.34194758	835.82372009	964.43583189	967.34551185	1033.88369228	1066.52803107
477	1.2487830798e+01	3.0630528373e+00	3.1415926536e+00	0.0000000000e+00	1.773169076878e-03	2.067438928830e-03	2.834644348577e-03	3.223001024483e-03	3.670958941255e-03	4.002451985774e-03	4.888703773612e-03	5.260237533865e-03	5.888233013568e-03	6.944419489113e-03	7.617142667565e-03	8.788521681678e-03	8.815488839588e-03	9.420358192755e-03	9.715726414624e-03	194.58281475	226.87519839	311.06626173	353.68348087	402.84118019	439.21833706	536.47322928	577.24434682	646.15888502	762.06195370	835.88478950	964.42877816	967.38808168	1033.76482083	1066.17773664
478	1.2514010737e+01	3.0892327760e+00	3.1415926536e+00	0.0000000000e+00	1.773800591506e-03	2.068605760663e-03	2.833649141730e-03	3.222294115895e-03	3.671049931912e-03	4.001850251296e-03	4.890228664684e-03	5.257620388335e-03	5.888255384655e-03	6.942588073980e-03	7.617542095083e-03	8.788471948126e-03	8.815767920490e-03	9.419580175742e-03	9.713439656379e-03	194.65211547	227.00324338	310.95705040	353.60590662	402.85116526	439.15230434	536.64056673	576.95714829	646.16133996	761.86097912	835.92862161	964.42332053	967.41870727	1033.67944334	1065.92679393
479	1.2540190676e+01	3.1154127148e+00	3.1415926536e+00	0.0000000000e+00	1.774181564281e-03	2.069308144048e-03	2.833049884195e-03	3.221868742078e-03	3.671104568093e-03	4.001489527131e-03	4.891154712158e-03	5.256039263841e-03	5.888268624524e-03	6.941485643223e-03	7.617782523207e-03	8.788440623197e-03	8.815936122651e-03	9.419111618371e-03	9.712064951480e-03	194.69392240	227.08032105	310.89128948	353.55922723	402.85716089	439.11271944	536.74218870	576.78363993	646.16279287	761.74000133	835.95500554	964.41988302	967.43716532	1033.62802511	1065.77593750
480	1.2566370614e+01	3.1415926536e+00	3.1415926536e+00	0.0000000000e+00	1.774308900249e-03	2.069542654482e-03	2.832849774190e-03	3.221726745294e-03	3.671122787116e-03	4.001369338901e-03	4.891465284349e-03	5.255510379055e-03	5.888273007298e-03	6.941117568020e-03	7.617862794733e-03	8.788429938304e-03	8.815992311467e-03	9.418955137653e-03	9.711606276901e-03	194.70789590	227.10605559	310.86932995	353.54364489	402.85916020	439.09953030	536.77627006	576.72560154	646.16327382	761.69960975	835.96381433	964.41871049	967.44333133	1033.61085333	1065.72560379
481	1.2603705765e+01	3.1151927153e+00	3.1151927153e+00	0.0000000000e+00	1.773520939263e-03	2.066580917890e-03	2.833620580078e-03	3.224521755453e-03	3.671174167841e-03	4.001085362314e-03	4.891089075291e-03	5.256496650143e-03	5.888488137291e-03	6.941593120392e-03	7.617100820794e-03	8.771275707150e-03	8.832882786764e-03	9.419301093168e-03	9.712480273168e-03	194.62142718	226.78104257	310.95391612	353.85036180	402.86479858	439.06836747	536.73498588	576.83383228	646.18688161	761.75179559	835.88019735	962.53625121	969.29684675	1033.64881756	1065.82151379
482	1.2641040916e+01	3.0887927771e+00	3.0887927771e+00	0.0000000000e+00	1.771168364875e-03	2.057850644624e-03	2.835883410269e-03	3.232797551882e-03	3.671339000218e-03	4.000233393889e-03	4.889985029191e-03	5.259434350896e-03	5.889128613358e-03	6.942999212638e-03	7.614818412022e-03	8.745016551535e-03	8.858355557901e-03	9.420335173823e-03	9.715093083838e-03	194.36326198	225.82300582	311.20223303	354.75852549	402.88288684	438.97487475	536.61383083	577.15620767	646.25716573	761.90609638	835.62973194	959.65464196	972.09216028	1033.76229480	1066.10823662
483	1.2678376067e+01	3.0623928388e+00	3.0623928388e+00	0.0000000000e+00	1.767284366093e-03	2.043792216990e-03	2.839504124988e-03	3.246235994561e-03	3.671650074499e-03	3.998813301598e-03	4.888224277469e-03	5.264262568679e-03	5.890179911207e-03	6.945274691789e-03	7.611026141045e-03	8.717759650723e-03	8.884317749543e-03	9.422046557216e-03	9.719416976542e-03	193.93704238	224.28027170	311.59956054	356.23322411	402.91702330	438.81903763	536.42061066	577.68604333	646.37253234	762.15580135	835.21357830	956.66354283	974.94118150	1033.95009742	1066.58272900
484	1.2715711217e+01	3.0359929005e+00	3.0359929005e+00	0.0000000000e+00	1.761921790430e-03	2.025067581558e-03	2.844300084632e-03	3.264336997020e-03	3.672164577067e-03	3.996824813036e-03	4.885917321673e-03	5.270887220517e-03	5.891618533624e-03	6.948319449037e-03	7.605741737036e-03	8.690367390239e-03	8.909929668936e-03	9.424418890581e-03	9.725405151108e-03	193.34856772	222.22548047	312.12585628	358.21957953	402.97348343	438.60082623	536.16745152	578.41301484	646.53040290	762.48992484	834.63368199	953.65758969	977.75176478	1034.21043091	1067.23985520
485	1.2753046368e+01	3.0095929623e+00	3.0095929623e+00	0.0000000000e+00	1.755149391645e-03	2.002479130496e-03	2.850080363394e-03	3.286457504545e-03	3.672968389411e-03	3.994267440640e-03	4.883203957893e-03	5.279190244208e-03	5.893413024397e-03	6.951997160861e-03	7.598990234508e-03	8.663134109803e-03	8.934926356968e-03	9.427432488231e-03	9.732991131926e-03	192.60538286	219.74668449	312.76016856	360.64702465	403.06169164	438.32018705	535.86969427	579.32416637	646.72732550	762.89350706	833.89279023	950.66908260	980.49483423	1034.54113503	1068.07232037
486	1.2790381519e+01	2.9831930240e+00	2.9831930240e+00	0.0000000000e+00	1.747046447252e-03	1.976893917487e-03	2.856675453487e-03	3.311853863375e-03	3.674183139536e-03	3.991140384826e-03	4.880242312605e-03	5.289039389012e-03	5.895525289524e-03	6.956139156806e-03	7.590804151012e-03	8.636242662283e-03	8.959158705772e-03	9.431066814383e-03	9.742088375095e-03	191.71618749	216.93903189	313.48389604	363.43395290	403.19499506	437.97703234	535.54469126	580.40498509	646.95911981	763.34803858	832.99447140	947.71808734	983.15402714	1034.93995623	1069.07062742
487	1.2827716670e+01	2.9567930857e+00	2.9567930857e+00	0.0000000000e+00	1.737695584414e-03	1.949187076214e-03	2.863951302438e-03	3.339717861156e-03	3.675977079299e-03	3.987442423164e-03	4.877198662951e-03	5.300296988188e-03	5.897912135886e-03	6.960549413796e-03	7.581223655520e-03	8.609835452779e-03	8.982519570547e-03	9.435302793950e-03	9.752590412935e-03	190.69004891	213.89855751	314.28232817	366.49167322	403.39185719	437.57122795	535.21068932	581.64036380	647.22104592	763.83200834	831.94313354	944.82023105	985.71758573	1035.40480125	1070.22309286
488	1.2865051820e+01	2.9303931475e+00	2.9303931475e+00	0.0000000000e+00	1.727173664866e-03	1.920208115936e-03	2.871810590584e-03	3.369198701432e-03	3.678580986530e-03	3.983171796153e-03	4.874239030539e-03	5.312826783793e-03	5.900526923709e-03	6.965010637366e-03	7.570296670650e-03	8.584029969820e-03	9.004925031620e-03	9.440124521658e-03	9.764371797968e-03	189.53540170	210.71848419	315.14478536	369.72682149	403.67760298	437.10258081	534.88590720	583.01534994	647.50798572	764.32157104	830.74403555	941.98840662	988.17630089	1035.93392471	1071.51595043
489	1.2902386971e+01	2.9039932092e+00	2.9039932092e+00	0.0000000000e+00	1.715540889029e-03	1.890766834197e-03	2.880187073791e-03	3.399407622854e-03	3.682309557007e-03	3.978326101811e-03	4.871522857563e-03	5.326498553191e-03	5.903321223174e-03	6.969291328420e-03	7.558078832596e-03	8.558921409509e-03	9.026308457622e-03	9.445520034604e-03	9.777289992625e-03	188.25885210	207.48767696	316.06399814	373.04186744	404.08676630	436.57082732	534.58784167	584.51565321	647.81462464	764.79132259	829.40328280	939.23306061	990.52286066	1036.52601382	1072.93355843
490	1.2939722122e+01	2.8775932709e+00	2.8775932709e+00	0.0000000000e+00	1.702829378377e-03	1.861632102798e-03	2.889037868304e-03	3.429408549288e-03	3.687585435780e-03	3.972902211799e-03	4.869198603412e-03	5.341190751853e-03	5.906246368190e-03	6.973153653781e-03	7.544633217288e-03	8.534581552103e-03	9.046618541043e-03	9.451480953340e-03	9.791188210519e-03	186.86392505	204.29050975	317.03526057	376.33408858	404.66572707	435.97562419	534.33278426	586.12793565	648.13562220	765.21516380	827.92779707	936.56207000	992.75163469	1037.18014904	1074.45871156
491	1.2977057273e+01	2.8511933327e+00	2.8511933327e+00	0.0000000000e+00	1.689035174243e-03	1.833534430282e-03	2.898336378977e-03	3.458209292808e-03	3.694953800864e-03	3.966896220487e-03	4.867400876056e-03	5.356791603192e-03	5.909254811209e-03	6.976361848609e-03	7.530029735915e-03	8.511056706441e-03	9.065818872157e-03	9.458000957970e-03	9.805899083254e-03	185.35018611	201.20714659	318.05565417	379.49460486	405.47431168	435.31654282	534.13550649	587.83993120	648.46576066	765.56722249	826.32525022	933.98051658	994.85862749	1037.89563684	1076.07304324
492	1.3014392423e+01	2.8247933944e+00	2.8247933944e+00	0.0000000000e+00	1.674122210961e-03	1.807159970372e-03	2.908066795607e-03	3.484786050574e-03	3.705057657524e-03	3.960303435010e-03	4.866248674207e-03	5.373199096338e-03	5.912301201141e-03	6.978690792092e-03	7.514344113782e-03	8.488365933834e-03	9.083888218869e-03	9.465073229324e-03	9.821248928305e-03	183.71367755	198.31288416	319.12344397	382.41106692	406.58308178	434.59306824	534.00906695	589.64044546	648.80006332	765.82279450	824.60395216	931.49049210	996.84150909	1038.67172892	1077.75749403
493	1.3051727574e+01	2.7983934561e+00	2.7983934561e+00	0.0000000000e+00	1.658050444504e-03	1.783121484494e-03	2.918220112500e-03	3.508188695496e-03	3.718528844959e-03	3.953118409164e-03	4.865844379789e-03	5.390320282222e-03	5.915343129924e-03	6.979934330829e-03	7.497656398147e-03	8.466500244022e-03	9.100821126662e-03	9.472687136206e-03	9.837062340489e-03	181.95000504	195.67496524	320.23764171	384.97921035	408.06137373	433.80460279	533.96470076	591.51927844	649.13387641	765.95925710	822.77268704	929.09101000	998.69968094	1039.50725862	1079.49281544
494	1.3089062725e+01	2.7719935179e+00	2.7719935179e+00	0.0000000000e+00	1.640832896750e-03	1.761900345892e-03	2.928791276905e-03	3.527741990570e-03	3.735781427263e-03	3.945335017660e-03	4.866273239720e-03	5.408070153702e-03	5.918341520342e-03	6.979912892645e-03	7.480048994410e-03	8.445423207526e-03	9.116628557977e-03	9.480824573717e-03	9.853166820733e-03	180.06059757	193.34621446	321.39769292	387.12493646	409.95462580	432.95047430	534.01176270	593.46710169	649.46291173	765.95690453	820.84049781	926.77807259	1000.43434602	1040.40023917	1081.26007787
495	1.3126397875e+01	2.7455935796e+00	2.7455935796e+00	0.0000000000e+00	1.622598765821e-03	1.743782083235e-03	2.939777052590e-03	3.543245094306e-03	3.756806233035e-03	3.936946560947e-03	4.867603172832e-03	5.426370294857e-03	5.921260655907e-03	6.978479948984e-03	7.461604301644e-03	8.425073231824e-03	9.131338294571e-03	9.489456436577e-03	9.869397181500e-03	178.05963299	191.35796495	322.60324245	388.82620545	412.26183155	432.02994758	534.15770599	595.47531005	649.78324983	765.79965714	818.81642674	924.54492088	1002.04855303	1041.34747663	1083.04115410
496	1.3163733026e+01	2.7191936413e+00	2.7191936413e+00	0.0000000000e+00	1.603613447744e-03	1.728834771068e-03	2.951174290703e-03	3.554996722727e-03	3.781139797647e-03	3.927945886205e-03	4.869884814803e-03	5.445147404021e-03	5.924067881537e-03	6.975526950059e-03	7.442402097978e-03	8.405367545779e-03	9.144994827108e-03	9.498539724518e-03	9.885599515053e-03	175.97623515	189.71768703	323.85394477	390.11579761	414.93213161	431.04223770	534.40808726	597.53585961	650.09130724	765.47560297	816.70922846	922.38247179	1003.54718425	1042.34425227	1084.81915469
497	1.3201068177e+01	2.6927937031e+00	2.6927937031e+00	0.0000000000e+00	1.584228787285e-03	1.716957385508e-03	2.962978425399e-03	3.563608904990e-03	3.808045047518e-03	3.918325509359e-03	4.873151766977e-03	5.464331736925e-03	5.926733030271e-03	6.970986468529e-03	7.422516898935e-03	8.386207727451e-03	9.157658500539e-03	9.508015709770e-03	9.901634566670e-03	173.84901454	188.41429463	325.14929883	391.06087537	417.88464151	429.98652336	534.76659382	599.64109680	650.38377350	764.97734271	814.52708009	920.27992476	1004.93686178	1043.38412145	1086.57879821
498	1.3238403328e+01	2.6663937648e+00	2.6663937648e+00	0.0000000000e+00	1.564796510726e-03	1.707965728933e-03	2.975182115492e-03	3.569765025556e-03	3.836748096330e-03	3.908077734235e-03	4.877421045670e-03	5.483855476513e-03	5.929227656213e-03	6.964833430499e-03	7.402015560837e-03	8.367486417471e-03	9.169403784837e-03	9.517809452251e-03	9.917380410677e-03	171.71656868	187.42757437	326.48849902	391.73643152	421.03443704	428.86196003	535.23509300	601.78357958	650.65752706	764.30212483	812.27731828	918.22549846	1006.22575775	1044.45886046	1088.30670486
499	1.3275738478e+01	2.6399938265e+00	2.6399938265e+00	0.0000000000e+00	1.545599214176e-03	1.701662102322e-03	2.987774025727e-03	3.574065927442e-03	3.866587202018e-03	3.897194903627e-03	4.882693741085e-03	5.503651008355e-03	5.931524178065e-03	6.957084467866e-03	7.380955412633e-03	8.349094712301e-03	9.180316681648e-03	9.527830752929e-03	9.932734377520e-03	169.60990888	186.73583131	327.87030145	392.20840095	424.30890040	427.66770741	535.81370444	603.95588811	650.90954120	763.45177448	809.96623415	916.20724210	1007.42330975	1045.55857110	1089.99160797
