# meta_json: {"atom_symbols": ["P", "P", "P", "P"], "lattice_vectors_override_angstrom": [[3.2625138212665235, 0.0, 0.0], [0.0, 4.3413791830061905, 0.0], [0.0, 0.0, 20.28000809018394]], "lattice_vectors_raw": null, "source_format": "qe_q2r_fc", "thickness_angstrom": 5.3, "thickness_direction": 3, "transport_direction": 2, "transverse_area_m2": 1.7291323252712573e-19}
# omega_qe	freq_thz	freq_cm^-1	transmission	transmission_per_m2
3.9371258674e-03	12.95252188	432.04962419	1.187420146434e+00	6.867144457830e+18
3.9735807365e-03	13.07245264	436.05008367	1.765433675983e+00	1.020993969161e+19
4.0100356057e-03	13.19238340	440.05054316	1.550881343610e+00	8.969130476271e+18
4.0464904748e-03	13.31231416	444.05100264	1.421492785946e+00	8.220844438395e+18
4.0829453440e-03	13.43224491	448.05146212	9.528071913406e-01	5.510319698587e+18
4.1194002131e-03	13.55217567	452.05192161	1.108576213231e-01	6.411170487241e+17
4.1558550823e-03	13.67210643	456.05238109	4.231845366760e-01	2.447380865485e+18
4.1923099514e-03	13.79203719	460.05284057	1.108983537537e-01	6.413526144466e+17
4.2287648205e-03	13.91196795	464.05330006	1.108275767234e-01	6.409432933710e+17
4.2652196897e-03	14.03189870	468.05375954	1.102756115725e-01	6.377511423552e+17
4.3016745588e-03	14.15182946	472.05421902	3.036798048312e-15	1.756255437441e+04
4.3381294280e-03	14.27176022	476.05467850	7.867668006831e-18	4.550067043363e+01
