# kx	kx_over_pi	mode0	mode1	mode2	mode3	mode4	mode5	mode6	mode7	mode8	mode9	mode10	mode11	mode12	mode13	mode14	mode15	mode16	mode17	mode18	mode19	mode20	mode21	mode22	mode23	mode0_cm1	mode1_cm1	mode2_cm1	mode3_cm1	mode4_cm1	mode5_cm1	mode6_cm1	mode7_cm1	mode8_cm1	mode9_cm1	mode10_cm1	mode11_cm1	mode12_cm1	mode13_cm1	mode14_cm1	mode15_cm1	mode16_cm1	mode17_cm1	mode18_cm1	mode19_cm1	mode20_cm1	mode21_cm1	mode22_cm1	mode23_cm1
7.9424495122e-01	2.5281602003e-01	0.000000000000e+00	8.039563933497e-05	3.012340793173e-04	9.446384295624e-04	1.002461759913e-03	1.184004335716e-03	1.234187485642e-03	1.591787802070e-03	1.609396916790e-03	1.610617862347e-03	1.908576943189e-03	2.412653251905e-03	4.722721464131e-03	4.735568743268e-03	4.737489330484e-03	4.739364215026e-03	4.786941051236e-03	5.082439370939e-03	5.087250820910e-03	5.090252502361e-03	5.126837554462e-03	5.297439368783e-03	5.441091494491e-03	5.503746675120e-03	0.00000000	8.82240165	33.05661926	103.66208555	110.00746261	129.92945756	135.43642172	174.67852053	176.61089752	176.74488080	209.44211052	264.75809154	518.25877619	519.66860211	519.87936220	520.08510700	525.30606129	557.73325368	558.26124929	558.59064575	562.60539116	581.32677632	597.09077498	603.96638632
7.9817685692e-01	2.5406758448e-01	0.000000000000e+00	8.189345438279e-05	3.022536061455e-04	9.440064076402e-04	1.001836952545e-03	1.184554397654e-03	1.234706023004e-03	1.590917753958e-03	1.609312397470e-03	1.610513461753e-03	1.909275087210e-03	2.412537520961e-03	4.722761712715e-03	4.735560522370e-03	4.737494476283e-03	4.739373324042e-03	4.787070175981e-03	5.082428814682e-03	5.087246356564e-03	5.090280165540e-03	5.126824950818e-03	5.296993759179e-03	5.441348808294e-03	5.503767060819e-03	0.00000000	8.98676786	33.16849939	103.59272916	109.93889792	129.98981988	135.49332462	174.58304379	176.60162259	176.73342416	209.51872297	264.74539153	518.26319296	519.66769997	519.87992688	520.08610659	525.32023109	557.73209527	558.26075938	558.59368143	562.60400807	581.27787632	597.11901191	603.96862339
8.0210876262e-01	2.5531914894e-01	0.000000000000e+00	8.337143586350e-05	3.032752742225e-04	9.433741998182e-04	1.001211910640e-03	1.185104230984e-03	1.235224269496e-03	1.590047280574e-03	1.609227461861e-03	1.610408554390e-03	1.909972804361e-03	2.412421224194e-03	4.722801974649e-03	4.735552313270e-03	4.737499643105e-03	4.739382423724e-03	4.787200092266e-03	5.082418301766e-03	5.087241872073e-03	5.090307865232e-03	5.126812287547e-03	5.296547770044e-03	5.441605620490e-03	5.503787528141e-03	0.00000000	9.14895758	33.28061451	103.52335237	109.87030750	130.05015711	135.55019560	174.48752038	176.59230199	176.72191191	209.59528858	264.73262944	518.26761119	519.66679913	519.88049388	520.08710517	525.33448776	557.73094161	558.26026727	558.59672112	562.60261844	581.22893467	597.14719379	603.97086942
8.0604066832e-01	2.5657071339e-01	0.000000000000e+00	8.483061921972e-05	3.042990649757e-04	9.427418061265e-04	1.000586634331e-03	1.185653835530e-03	1.235742224975e-03	1.589176381904e-03	1.609142109916e-03	1.610303140446e-03	1.910670094606e-03	2.412304361686e-03	4.722842248051e-03	4.735544115999e-03	4.737504830887e-03	4.739391514014e-03	4.787330801508e-03	5.082407832174e-03	5.087237367463e-03	5.090335601386e-03	5.126799564689e-03	5.296101402036e-03	5.441861931133e-03	5.503808076809e-03	0.00000000	9.30908444	33.39296255	103.45395519	109.80169136	130.11046924	135.60703464	174.39195030	176.58293569	176.71034407	209.67180734	264.71980526	518.27203069	519.66589958	519.88106317	520.08810271	525.34883144	557.72979270	558.25977294	558.59976482	562.60122227	581.17995144	597.17532063	603.97312438
8.0997257402e-01	2.5782227785e-01	0.000000000000e+00	8.627195709079e-05	3.053249599623e-04	9.421092265948e-04	9.999611237488e-04	1.186203211118e-03	1.236259889300e-03	1.588305057936e-03	1.609056341585e-03	1.610197220119e-03	1.911366957912e-03	2.412186933520e-03	4.722882531052e-03	4.735535930589e-03	4.737510039568e-03	4.739400594851e-03	4.787462305114e-03	5.082397405890e-03	5.087232842762e-03	5.090363373951e-03	5.126786782281e-03	5.295654655818e-03	5.442117740279e-03	5.503828706543e-03	0.00000000	9.46725299	33.50554152	103.38453761	109.73304951	130.17075624	135.66384174	174.29633354	176.57352371	176.69872065	209.74827924	264.70691901	518.27645124	519.66500134	519.88163476	520.08909922	525.36326229	557.72864855	558.25927641	558.60281250	562.59981956	581.13092671	597.20339244	603.97538823
8.1390447972e-01	2.5907384230e-01	0.000000000000e+00	8.769632819597e-05	3.063529408681e-04	9.414764612525e-04	9.993353790265e-04	1.186752357571e-03	1.236777262330e-03	1.587433308658e-03	1.608970156809e-03	1.610090793612e-03	1.912063394245e-03	2.412068939779e-03	4.722922821794e-03	4.735527757072e-03	4.737515269084e-03	4.739409666176e-03	4.787594604479e-03	5.082387022898e-03	5.087228297999e-03	5.090391182875e-03	5.126773940363e-03	5.295207532053e-03	5.442373047985e-03	5.503849417063e-03	0.00000000	9.62355965	33.61834938	103.31509964	109.66438196	130.23101810	135.72061686	174.20067012	176.56406602	176.68704170	209.82470430	264.69397069	518.28087264	519.66410440	519.88220863	520.09009468	525.37778047	557.72750915	558.25877768	558.60586418	562.59841032	581.08186055	597.23140922	603.97766095
8.1783638542e-01	2.6032540676e-01	0.000000000000e+00	8.910454503320e-05	3.073829895066e-04	9.408435101284e-04	9.987094002961e-04	1.187301274713e-03	1.237294343923e-03	1.586561134058e-03	1.608883555522e-03	1.609983861138e-03	1.912759403570e-03	2.411950380545e-03	4.722963118425e-03	4.735519595480e-03	4.737520519373e-03	4.739418727927e-03	4.787727700985e-03	5.082376683178e-03	5.087223733201e-03	5.090419028108e-03	5.126761038973e-03	5.294760031408e-03	5.442627854309e-03	5.503870208087e-03	0.00000000	9.77809359	33.73138415	103.24564128	109.59568873	130.29125479	135.77736001	174.10496002	176.55456263	176.67530721	209.90108249	264.68096032	518.28529468	519.66320877	519.88278478	520.09108909	525.39238612	557.72637450	558.25827675	558.60891984	562.59699456	581.03275303	597.25937099	603.97994250
8.2176829111e-01	2.6157697121e-01	0.000000000000e+00	9.049736058043e-05	3.084150878180e-04	9.402103732511e-04	9.980831876898e-04	1.187849962369e-03	1.237811133937e-03	1.585688534124e-03	1.608796537653e-03	1.609876422917e-03	1.913454985854e-03	2.411831255903e-03	4.723003419107e-03	4.735511445843e-03	4.737525790371e-03	4.739427780047e-03	4.787861596002e-03	5.082366386715e-03	5.087219148397e-03	5.090446909597e-03	5.126748078150e-03	5.294312154548e-03	5.442882159311e-03	5.503891079330e-03	0.00000000	9.93093743	33.84464385	103.17616254	109.52696984	130.35146630	135.83407116	174.00920324	176.54501352	176.66351723	209.97741383	264.66788790	518.28971717	519.66231445	519.88336321	520.09208245	525.40707940	557.72524459	558.25777363	558.61197948	562.59557227	580.98360422	597.28727774	603.98223285
8.2570019681e-01	2.6282853567e-01	0.000000000000e+00	9.187547415225e-05	3.094492178680e-04	9.395770506486e-04	9.974567413397e-04	1.188398420361e-03	1.238327632232e-03	1.584815508843e-03	1.608709103117e-03	1.609768479179e-03	1.914150141061e-03	2.411711565935e-03	4.723043722011e-03	4.735503308194e-03	4.737531082016e-03	4.739436822474e-03	4.787996290887e-03	5.082356133490e-03	5.087214543615e-03	5.090474827290e-03	5.126735057933e-03	5.293863902143e-03	5.443135963054e-03	5.503912030509e-03	0.00000000	10.08216791	33.95812651	103.10666341	109.45822530	130.41165261	135.89075030	173.91339979	176.53541869	176.65167177	210.05369829	264.65475344	518.29413990	519.66142144	519.88394390	520.09307474	525.42186046	557.72411943	558.25726831	558.61504309	562.59414347	580.93441421	597.31512948	603.98453198
8.2963210251e-01	2.6408010013e-01	0.000000000000e+00	9.323953653930e-05	3.104853618472e-04	9.389435423485e-04	9.968300613779e-04	1.188946648513e-03	1.238843838665e-03	1.583942058203e-03	1.608621251822e-03	1.609660030166e-03	1.914844869156e-03	2.411591310728e-03	4.723084025318e-03	4.735495182564e-03	4.737536394244e-03	4.739445855150e-03	4.788131786985e-03	5.082345923486e-03	5.087209918884e-03	5.090502781136e-03	5.126721978362e-03	5.293415274864e-03	5.443389265601e-03	5.503933061337e-03	0.00000000	10.23185646	34.07183017	103.03714391	109.38945513	130.47181370	135.94739740	173.81754966	176.52577812	176.63977087	210.12993589	264.64155696	518.29856268	519.66052976	519.88452685	520.09406596	525.43672943	557.72299901	558.25676081	558.61811067	562.59270815	580.88518305	597.34292622	603.98683984
8.3356400821e-01	2.6533166458e-01	0.000000000000e+00	9.459015453347e-05	3.115235020696e-04	9.383098483782e-04	9.962031479362e-04	1.189494646646e-03	1.239359753094e-03	1.583068182193e-03	1.608532983664e-03	1.609551076131e-03	1.915539170106e-03	2.411470490364e-03	4.723124327220e-03	4.735487068983e-03	4.737541726990e-03	4.739454878014e-03	4.788268085627e-03	5.082335756685e-03	5.087205274232e-03	5.090530771082e-03	5.126708839475e-03	5.292966273383e-03	5.443642067017e-03	5.503954171527e-03	0.00000000	10.38006965	34.18575289	102.96760404	109.32065933	130.53194954	136.00401247	173.72165286	176.51609181	176.62781455	210.20612661	264.62829846	518.30298530	519.65963940	519.88511205	520.09505611	525.45168648	557.72188333	558.25625112	558.62118221	562.59126633	580.83591084	597.37066797	603.98915642
8.3749591391e-01	2.6658322904e-01	0.000000000000e+00	9.592789492718e-05	3.125636209721e-04	9.376759687644e-04	9.955760011467e-04	1.190042414584e-03	1.239875375380e-03	1.582193880800e-03	1.608444298528e-03	1.609441617340e-03	1.916233043873e-03	2.411349104930e-03	4.723164625921e-03	4.735478967483e-03	4.737547080191e-03	4.739463891007e-03	4.788405188133e-03	5.082325633070e-03	5.087200609688e-03	5.090558797076e-03	5.126695641314e-03	5.292516898374e-03	5.443894367369e-03	5.503975360791e-03	0.00000000	10.52686969	34.29989275	102.89804379	109.25183792	130.59206012	136.06059547	173.62570937	176.50635974	176.61580283	210.28227046	264.61497795	518.30740757	519.65875036	519.88569950	520.09604517	525.46673174	557.72077239	558.25573924	558.62425771	562.58981800	580.78659763	597.39835473	603.99148167
8.4142781961e-01	2.6783479349e-01	0.000000000000e+00	9.725328805920e-05	3.136057011132e-04	9.370419035337e-04	9.949486211412e-04	1.190589952149e-03	1.240390705379e-03	1.581319154012e-03	1.608355196282e-03	1.609331654073e-03	1.916926490423e-03	2.411227154510e-03	4.723204919634e-03	4.735470878094e-03	4.737552453783e-03	4.739472894069e-03	4.788543095808e-03	5.082315552621e-03	5.087195925282e-03	5.090586859065e-03	5.126682383917e-03	5.292067150512e-03	5.444146166725e-03	5.503996628839e-03	0.00000000	10.67231477	34.41424782	102.82846318	109.18299093	130.65214543	136.11714640	173.52971920	176.49658190	176.60373576	210.35836742	264.60159543	518.31182930	519.65786265	519.88628918	520.09703314	525.48186536	557.71966619	558.25522519	558.62733716	562.58836316	580.73724351	597.42598652	603.99381557
8.4535972531e-01	2.6908635795e-01	0.000000000000e+00	9.856683096771e-05	3.146497251723e-04	9.364076527119e-04	9.943210080516e-04	1.191137259161e-03	1.240905742951e-03	1.580444001817e-03	1.608265676781e-03	1.609221186629e-03	1.917619509721e-03	2.411104639190e-03	4.723245206586e-03	4.735462800847e-03	4.737557847700e-03	4.739481887141e-03	4.788681809945e-03	5.082305515320e-03	5.087191221042e-03	5.090614956997e-03	5.126669067324e-03	5.291617030475e-03	5.444397465157e-03	5.504017975380e-03	0.00000000	10.81645945	34.52881622	102.75886219	109.11411835	130.71220543	136.17366525	173.43368234	176.48675827	176.59161336	210.43441750	264.58815093	518.31625028	519.65697628	519.88688109	520.09802002	525.49708748	557.71856473	558.25470896	558.63042055	562.58690184	580.68784854	597.45356333	603.99615808
8.4929163101e-01	2.7033792240e-01	0.000000000000e+00	9.986899020294e-05	3.156956759485e-04	9.357732163248e-04	9.936931620097e-04	1.191684335443e-03	1.241420487953e-03	1.579568424203e-03	1.608175739861e-03	1.609110215321e-03	1.918312101730e-03	2.410981559057e-03	4.723285485012e-03	4.735454735772e-03	4.737563261879e-03	4.739490870162e-03	4.788821331822e-03	5.082295521150e-03	5.087186496997e-03	5.090643090819e-03	5.126655691576e-03	5.291166538943e-03	5.444648262735e-03	5.504039400121e-03	0.00000000	10.95935490	34.64359605	102.68924085	109.04522021	130.77224011	136.23015198	173.33759881	176.47688884	176.57943567	210.51042068	264.57464445	518.32067032	519.65609124	519.88747523	520.09900579	525.51239823	557.71746799	558.25419055	558.63350788	562.58543402	580.63841281	597.48108518	603.99850918
8.5322353671e-01	2.7158948686e-01	0.000000000000e+00	1.011602043431e-04	3.167435363602e-04	9.351385943974e-04	9.930650831472e-04	1.192231180816e-03	1.241934940246e-03	1.578692421158e-03	1.608085385340e-03	1.608998740487e-03	1.919004266414e-03	2.410857914195e-03	4.723325753162e-03	4.735446682899e-03	4.737568696254e-03	4.739499843074e-03	4.788961662705e-03	5.082285570091e-03	5.087181753176e-03	5.090671260477e-03	5.126642256714e-03	5.290715676596e-03	5.444898559533e-03	5.504060902769e-03	0.00000000	11.10104928	34.75858544	102.61959914	108.97629652	130.83224945	136.28660659	173.24146859	176.46697357	176.56720272	210.58637698	264.56107599	518.32508924	519.65520754	519.88807159	520.09999045	525.52779777	557.71637599	558.25366998	558.63659914	562.58395971	580.58893639	597.50855208	604.00086882
8.5715544241e-01	2.7284105131e-01	0.000000000000e+00	1.024408862508e-04	3.177932894434e-04	9.345037869546e-04	9.924367715957e-04	1.192777795099e-03	1.242449099686e-03	1.577815992670e-03	1.607994613011e-03	1.608886762484e-03	1.919696003738e-03	2.410733704694e-03	4.723366009293e-03	4.735438642259e-03	4.737574150760e-03	4.739508805817e-03	4.789102803846e-03	5.082275662125e-03	5.087176989610e-03	5.090699465919e-03	5.126628762777e-03	5.290264444116e-03	5.445148355625e-03	5.504082483028e-03	0.00000000	11.24158787	34.87378253	102.54993707	108.90734730	130.89223344	136.34302907	173.14529168	176.45701246	176.55491455	210.66228638	264.54744558	518.32950684	519.65432518	519.88867015	520.10097400	525.54328622	557.71528872	558.25314724	558.63969433	562.58247892	580.53941934	597.53596404	604.00323698
8.6108734811e-01	2.7409261577e-01	0.000000000000e+00	1.037114251016e-04	3.188449183517e-04	9.338687940207e-04	9.918082274869e-04	1.193324178115e-03	1.242962966133e-03	1.576939138727e-03	1.607903422643e-03	1.608774281699e-03	1.920387313665e-03	2.410608930638e-03	4.723406251680e-03	4.735430613882e-03	4.737579625332e-03	4.739517758331e-03	4.789244756481e-03	5.082265797232e-03	5.087172206328e-03	5.090727707092e-03	5.126615209806e-03	5.289812842188e-03	5.445397651089e-03	5.504104140604e-03	0.00000000	11.38101340	34.98918546	102.48025465	108.83837256	130.95219204	136.39941940	173.04906808	176.44700548	176.54257121	210.73814887	264.53375321	518.33392293	519.65344416	519.88927091	520.10195643	525.55886372	557.71420617	558.25262233	558.64279344	562.58099166	580.48986176	597.56332105	604.00561362
8.6501925380e-01	2.7534418023e-01	0.000000000000e+00	1.049721882126e-04	3.198984063547e-04	9.332336156196e-04	9.911794509524e-04	1.193870329682e-03	1.243476539445e-03	1.576061859317e-03	1.607811813977e-03	1.608661298544e-03	1.921078196158e-03	2.410483592116e-03	4.723446478603e-03	4.735422597797e-03	4.737585119904e-03	4.739526700558e-03	4.789387521836e-03	5.082255975395e-03	5.087167403359e-03	5.090755983941e-03	5.126601597842e-03	5.289360871498e-03	5.445646446003e-03	5.504125875198e-03	0.00000000	11.51936616	35.10479240	102.41055188	108.76937231	131.01212525	136.45577755	172.95279779	176.43695259	176.53017274	210.81396446	264.51999889	518.33833733	519.65256450	519.88987387	520.10293772	525.57453041	557.71312835	558.25209527	558.64589647	562.57949792	580.44026371	597.59062314	604.00799872
8.6895115950e-01	2.7659574468e-01	0.000000000000e+00	1.062235226946e-04	3.209537368375e-04	9.325982517748e-04	9.905504421237e-04	1.194416249622e-03	1.243989819480e-03	1.575184154429e-03	1.607719786721e-03	1.608547813467e-03	1.921768651180e-03	2.410357689216e-03	4.723486688360e-03	4.735414594034e-03	4.737590634410e-03	4.739535632436e-03	4.789531101118e-03	5.082246196592e-03	5.087162580733e-03	5.090784296413e-03	5.126587926927e-03	5.288908532734e-03	5.445894740446e-03	5.504147686512e-03	0.00000000	11.65668424	35.22060154	102.34082876	108.70034657	131.07203304	136.51210353	172.85648081	176.42685376	176.51771920	210.88973314	264.50618265	518.34274984	519.65168619	519.89047902	520.10391788	525.59028641	557.71205525	558.25156605	558.64900340	562.57799771	580.39062527	597.61787030	604.01039223
8.7288306520e-01	2.7784730914e-01	0.000000000000e+00	1.074657569478e-04	3.220108932999e-04	9.319627025094e-04	9.899212011322e-04	1.194961937752e-03	1.244502806098e-03	1.574306024050e-03	1.607627340544e-03	1.608433826955e-03	1.922458678694e-03	2.410231222026e-03	4.723526879258e-03	4.735406602622e-03	4.737596168783e-03	4.739544553908e-03	4.789675495524e-03	5.082236460806e-03	5.087157738481e-03	5.090812644454e-03	5.126574197102e-03	5.288455826585e-03	5.446142534501e-03	5.504169574245e-03	0.00000000	11.79300370	35.33661105	102.27108529	108.63129535	131.13191539	136.56839730	172.76011714	176.41670897	176.50521062	210.96545491	264.49230448	518.34716028	519.65080923	519.89108635	520.10489690	525.60613187	557.71098687	558.25103467	558.65211424	562.57649103	580.34094651	597.64506256	604.01279414
8.7681497090e-01	2.7909887359e-01	0.000000000000e+00	1.086992020186e-04	3.230698593552e-04	9.313269678462e-04	9.892917281093e-04	1.195507393892e-03	1.245015499156e-03	1.573427468168e-03	1.607534475074e-03	1.608319339537e-03	1.923148278664e-03	2.410104190633e-03	4.723567049616e-03	4.735398623591e-03	4.737601722959e-03	4.739553464914e-03	4.789820706233e-03	5.082226768016e-03	5.087152876631e-03	5.090841028010e-03	5.126560408408e-03	5.288002753742e-03	5.446389828250e-03	5.504191538097e-03	0.00000000	11.92835865	35.45281914	102.20132147	108.56221867	131.19177228	136.62465886	172.66370678	176.40651816	176.49264708	211.04112976	264.47836439	518.35156847	519.64993364	519.89169585	520.10587477	525.62206690	557.70992321	558.25050114	558.65522898	562.57497790	580.29122751	597.67219991	604.01520439
8.8074687660e-01	2.8035043805e-01	0.000000000000e+00	1.099241528339e-04	3.241306187298e-04	9.306910478073e-04	9.886620231865e-04	1.196052617862e-03	1.245527898514e-03	1.572548486773e-03	1.607441189888e-03	1.608204351792e-03	1.923837451052e-03	2.409976595128e-03	4.723607197767e-03	4.735390656970e-03	4.737607296869e-03	4.739562365395e-03	4.789966734414e-03	5.082217118203e-03	5.087147995215e-03	5.090869447027e-03	5.126546560886e-03	5.287549314898e-03	5.446636621778e-03	5.504213577765e-03	0.00000000	12.06278146	35.56922403	102.13153732	108.49311654	131.25160370	136.68088819	172.56724972	176.39628129	176.48002863	211.11675769	264.46436241	518.35597422	519.64905940	519.89230751	520.10685148	525.63809164	557.70886426	558.24996547	558.65834760	562.57345831	580.24146835	597.69928237	604.01762296
8.8467878230e-01	2.8160200250e-01	0.000000000000e+00	1.111408893247e-04	3.251931552622e-04	9.300549424145e-04	9.880320864950e-04	1.196597609480e-03	1.246040004029e-03	1.571669079851e-03	1.607347484507e-03	1.608088864358e-03	1.924526195820e-03	2.409848435599e-03	4.723647322057e-03	4.735382702788e-03	4.737612890447e-03	4.739571255290e-03	4.790113581216e-03	5.082207511348e-03	5.087143094263e-03	5.090897901451e-03	5.126532654578e-03	5.287095510747e-03	5.446882915171e-03	5.504235692945e-03	0.00000000	12.19630286	35.68582394	102.06173282	108.42398898	131.31140962	136.73708527	172.47074596	176.38599832	176.46735535	211.19233869	264.45029852	518.36037735	519.64818653	519.89292134	520.10782704	525.65420621	557.70781003	558.24942765	558.66147012	562.57193227	580.19166910	597.72630994	604.02004982
8.8861068800e-01	2.8285356696e-01	0.000000000000e+00	1.123496774521e-04	3.262574529021e-04	9.294186516893e-04	9.874019181660e-04	1.197142368563e-03	1.246551815561e-03	1.570789247391e-03	1.607253358384e-03	1.607972877940e-03	1.925214512931e-03	2.409719712135e-03	4.723687420841e-03	4.735374761073e-03	4.737618503627e-03	4.739580134542e-03	4.790261247778e-03	5.082197947429e-03	5.087138173805e-03	5.090926391226e-03	5.126518689528e-03	5.286641341986e-03	5.447128708518e-03	5.504257883333e-03	0.00000000	12.32895202	35.80261710	101.99190798	108.35483600	131.37119002	136.79325010	172.37419551	176.37566917	176.45462731	211.26787276	264.43617276	518.36477768	519.64731503	519.89353731	520.10880142	525.67041075	557.70676051	558.24888770	558.66459651	562.57039978	580.14182984	597.75328265	604.02248494
8.9254259370e-01	2.8410513141e-01	0.000000000000e+00	1.135507701450e-04	3.273234957095e-04	9.287821756527e-04	9.867715183308e-04	1.197686894930e-03	1.247063332968e-03	1.569908989382e-03	1.607158810896e-03	1.607856393320e-03	1.925902402347e-03	2.409590424827e-03	4.723727492492e-03	4.735366831856e-03	4.737624136341e-03	4.739589003090e-03	4.790409735220e-03	5.082188426427e-03	5.087133233872e-03	5.090954916299e-03	5.126504665775e-03	5.286186809313e-03	5.447374001908e-03	5.504280148621e-03	0.00000000	12.46075671	35.91960178	101.92206281	108.28565761	131.43094488	136.84938265	172.27759836	176.36529378	176.44184460	211.34335990	264.42198511	518.36917504	519.64644490	519.89415543	520.10977463	525.68670536	557.70571571	558.24834560	558.66772677	562.56886085	580.09195065	597.78020048	604.02492827
8.9647449940e-01	2.8535669587e-01	0.000000000000e+00	1.147444081593e-04	3.283912678546e-04	9.281455143253e-04	9.861408871205e-04	1.198231188399e-03	1.247574556109e-03	1.569028305812e-03	1.607063841327e-03	1.607739411373e-03	1.926589864029e-03	2.409460573764e-03	4.723767535392e-03	4.735358915163e-03	4.737629788521e-03	4.739597860877e-03	4.790559044650e-03	5.082178948321e-03	5.087128274495e-03	5.090983476615e-03	5.126490583363e-03	5.285731913427e-03	5.447618795432e-03	5.504302488502e-03	0.00000000	12.59174334	36.03677623	101.85219730	108.21645384	131.49067418	136.90548290	172.18095451	176.35487208	176.42900732	211.41880010	264.40773561	518.37356924	519.64557614	519.89477569	520.11074666	525.70309018	557.70467560	558.24780137	558.67086090	562.56731549	580.04203159	597.80706347	604.02737979
9.0040640510e-01	2.8660826033e-01	0.000000000000e+00	1.159308208657e-04	3.294607536160e-04	9.275086677271e-04	9.855100246662e-04	1.198775248787e-03	1.248085484841e-03	1.568147196669e-03	1.606968448858e-03	1.607621933081e-03	1.927276897939e-03	2.409330159037e-03	4.723807547937e-03	4.735351011024e-03	4.737635460100e-03	4.739606707842e-03	4.790709177160e-03	5.082169513092e-03	5.087123295703e-03	5.091012072117e-03	5.126476442335e-03	5.285276655030e-03	5.447863089183e-03	5.504324902668e-03	0.00000000	12.72193709	36.15413872	101.78231147	108.14722468	131.55037791	136.96155085	172.08426396	176.34440396	176.41611557	211.49419336	264.39342424	518.37796011	519.64470876	519.89539807	520.11171751	525.71956531	557.70364021	558.24725501	558.67399890	562.56576369	579.99207276	597.83387161	604.02983946
9.0433831080e-01	2.8785982478e-01	0.000000000000e+00	1.171102269738e-04	3.305319373809e-04	9.268716358778e-04	9.848789310988e-04	1.199319075910e-03	1.248596119025e-03	1.567265661941e-03	1.606872632539e-03	1.607503959554e-03	1.927963504038e-03	2.409199180738e-03	4.723847528537e-03	4.735343119467e-03	4.737641151010e-03	4.739615543926e-03	4.790860133826e-03	5.082160120718e-03	5.087118297529e-03	5.091040702753e-03	5.126462242733e-03	5.284821034824e-03	5.448106883255e-03	5.504347390808e-03	0.00000000	12.85136195	36.27168756	101.71240530	108.07797017	131.61005604	137.01758647	171.98752670	176.33388934	176.40316947	211.56953967	264.37905104	518.38234747	519.64384276	519.89602258	520.11268715	525.73613089	557.70260951	558.24670653	558.67714075	562.56420546	579.94207422	597.86062492	604.03230725
9.0827021649e-01	2.8911138924e-01	0.000000000000e+00	1.182828351984e-04	3.316048036436e-04	9.262344187969e-04	9.842476065495e-04	1.199862669585e-03	1.249106458517e-03	1.566383701617e-03	1.606776391271e-03	1.607385492051e-03	1.928649682288e-03	2.409067638957e-03	4.723887475614e-03	4.735335240519e-03	4.737646861183e-03	4.739624369071e-03	4.791011915710e-03	5.082150771179e-03	5.087113280004e-03	5.091069368465e-03	5.126447984599e-03	5.284365053514e-03	5.448350177745e-03	5.504369952612e-03	0.00000000	12.98004083	36.38942102	101.64247881	108.00869031	131.66970855	137.07358976	171.89074274	176.32332808	176.39016916	211.64483902	264.36461600	518.38673116	519.64297815	519.89664919	520.11365560	525.75278703	557.70158352	558.24615592	558.68028645	562.56264081	579.89203606	597.88732340	604.03478312
9.1220212219e-01	2.9036295369e-01	0.000000000000e+00	1.194488448734e-04	3.326793370054e-04	9.255970165030e-04	9.836160511490e-04	1.200406029629e-03	1.249616503178e-03	1.565501315686e-03	1.606679723775e-03	1.607266532016e-03	1.929335432651e-03	2.408935533785e-03	4.723927387605e-03	4.735327374209e-03	4.737652590551e-03	4.739633183217e-03	4.791164523857e-03	5.082141464454e-03	5.087108243158e-03	5.091098069198e-03	5.126433667977e-03	5.283908711808e-03	5.448592972751e-03	5.504392587766e-03	0.00000000	13.10799560	36.50733743	101.57253199	107.93938511	131.72933542	137.12956069	171.79391208	176.31272005	176.37711481	211.72009143	264.35011913	518.39111099	519.64211492	519.89727792	520.11462284	525.76953384	557.70056222	558.24560319	558.68343599	562.56106974	579.84195834	597.91396707	604.03726704
9.1613402789e-01	2.9161451815e-01	0.000000000000e+00	1.206084465190e-04	3.337555221732e-04	9.249594290148e-04	9.829842650283e-04	1.200949155858e-03	1.250126252865e-03	1.564618504136e-03	1.606582628553e-03	1.607147081110e-03	1.930020755086e-03	2.408802865316e-03	4.723967262959e-03	4.735319520565e-03	4.737658339044e-03	4.739641986306e-03	4.791317959297e-03	5.082132200522e-03	5.087103187022e-03	5.091126804897e-03	5.126419292910e-03	5.283452010412e-03	5.448835268371e-03	5.504415295956e-03	0.00000000	13.23524717	36.62543510	101.50256485	107.87005460	131.78893663	137.18549925	171.69703471	176.30206508	176.36400659	211.79529687	264.33556045	518.39548681	519.64125308	519.89790874	520.11558887	525.78637143	557.69954563	558.24504834	558.68658937	562.55949226	579.79184116	597.94055594	604.03975898
9.2006593359e-01	2.9286608260e-01	0.000000000000e+00	1.217618223651e-04	3.348333439595e-04	9.243216563501e-04	9.823522483182e-04	1.201492048087e-03	1.250635707438e-03	1.563735266955e-03	1.606485103843e-03	1.607027141257e-03	1.930705649554e-03	2.408669633640e-03	4.724007100138e-03	4.735311679614e-03	4.737664106595e-03	4.739650778278e-03	4.791472223047e-03	5.082122979361e-03	5.087098111630e-03	5.091155575506e-03	5.126404859442e-03	5.282994950037e-03	5.449077064706e-03	5.504438076868e-03	0.00000000	13.36181554	36.74371237	101.43257739	107.80069878	131.84851217	137.24140543	171.60011063	176.29136298	176.35084471	211.87045535	264.32093996	518.39985843	519.64039264	519.89854166	520.11655368	525.80329992	557.69853372	558.24449138	558.68974657	562.55790837	579.74168458	597.96709002	604.04225889
