# kx	kx_over_pi	mode0	mode1	mode2	mode3	mode4	mode5	mode6	mode7	mode8	mode9	mode10	mode11	mode12	mode13	mode14	mode15	mode16	mode17	mode18	mode19	mode20	mode21	mode22	mode23	mode0_cm1	mode1_cm1	mode2_cm1	mode3_cm1	mode4_cm1	mode5_cm1	mode6_cm1	mode7_cm1	mode8_cm1	mode9_cm1	mode10_cm1	mode11_cm1	mode12_cm1	mode13_cm1	mode14_cm1	mode15_cm1	mode16_cm1	mode17_cm1	mode18_cm1	mode19_cm1	mode20_cm1	mode21_cm1	mode22_cm1	mode23_cm1
1.9344976040e+00	6.1576971214e-01	2.717101115471e-04	3.541665053457e-04	6.384628246892e-04	7.535509270593e-04	8.119537522120e-04	1.321624690083e-03	1.333150232202e-03	1.371808408813e-03	1.559621367540e-03	1.567691332099e-03	2.092957208082e-03	2.355801695226e-03	4.731017992485e-03	4.733759807350e-03	4.739559522507e-03	4.741390146065e-03	4.859053474342e-03	5.081084795228e-03	5.085258654950e-03	5.099545372244e-03	5.120886397386e-03	5.155449176213e-03	5.495359232473e-03	5.511611617228e-03	29.81673828	38.86528160	70.06319654	82.69265597	89.10162523	145.03154583	146.29632788	150.53857241	171.14866235	172.03423860	229.67550585	258.51935431	519.16921494	519.47009434	520.10653951	520.30742723	533.21948503	557.58460618	558.04263434	559.61042035	561.95232716	565.74515373	603.04597088	604.82946396
1.9384295097e+00	6.1702127660e-01	2.727209605469e-04	3.549765378776e-04	6.396677774539e-04	7.528643407557e-04	8.112662093141e-04	1.320631164824e-03	1.333625455685e-03	1.372236718564e-03	1.559376125439e-03	1.567488547657e-03	2.093529334230e-03	2.355526534885e-03	4.731031715503e-03	4.733755662074e-03	4.739567483751e-03	4.741394297135e-03	4.859415234259e-03	5.081085530354e-03	5.085249990672e-03	5.099580617733e-03	5.120858771794e-03	5.154927959842e-03	5.495479511042e-03	5.511639262896e-03	29.92766614	38.95417240	70.19542483	82.61731183	89.02617611	144.92251903	146.34847763	150.58557398	171.12175014	172.01198558	229.73828944	258.48915896	519.17072086	519.46963945	520.10741316	520.30788276	533.25918359	557.58468685	558.04168355	559.61428809	561.94929560	565.68795685	603.05916993	604.83249772
1.9423614154e+00	6.1827284105e-01	2.737296645888e-04	3.557862607085e-04	6.408726237175e-04	7.521775558366e-04	8.105784672080e-04	1.319637215835e-03	1.334100387599e-03	1.372664697129e-03	1.559130426464e-03	1.567285364477e-03	2.094101015177e-03	2.355250844361e-03	4.731045357901e-03	4.733751530423e-03	4.739575442038e-03	4.741398424717e-03	4.859777665410e-03	5.081086298165e-03	5.085241319120e-03	5.099615871401e-03	5.120831104405e-03	5.154406629166e-03	5.495599366158e-03	5.511666861836e-03	30.03835861	39.04302921	70.32764142	82.54194589	88.95070514	144.81344574	146.40059539	150.63253919	171.09478780	171.98968881	229.80102417	258.45890542	519.17221794	519.46918605	520.10828648	520.30833571	533.29895581	557.58477111	558.04073195	559.61815674	561.94625946	565.63074742	603.07232250	604.83552635
1.9462933211e+00	6.1952440551e-01	2.747362474991e-04	3.565956752931e-04	6.420773614202e-04	7.514905721577e-04	8.098905260002e-04	1.318642843159e-03	1.334575027690e-03	1.373092344375e-03	1.558884270848e-03	1.567081782636e-03	2.094672250829e-03	2.354974623807e-03	4.731058920055e-03	4.733747412374e-03	4.739583397279e-03	4.741402528783e-03	4.860140766437e-03	5.081087098608e-03	5.085232640354e-03	5.099651132910e-03	5.120803395302e-03	5.153885185528e-03	5.495718798279e-03	5.511694413467e-03	30.14881832	39.13185219	70.45984610	82.46655815	88.87521232	144.70432595	146.45268111	150.67946805	171.06777534	171.96734828	229.86371004	258.42859372	519.17370622	519.46873415	520.10915947	520.30878608	533.33880154	557.58485895	558.03977957	559.62202624	561.94321873	565.57352559	603.08542867	604.83854979
1.9502252268e+00	6.2077596996e-01	2.757407327021e-04	3.574047830702e-04	6.432819885175e-04	7.508033895734e-04	8.092023857974e-04	1.317648046840e-03	1.335049375705e-03	1.373519660167e-03	1.558637658824e-03	1.566877802212e-03	2.095243041092e-03	2.354697873373e-03	4.731072402343e-03	4.733743307903e-03	4.739591349387e-03	4.741406609300e-03	4.860504535985e-03	5.081087931629e-03	5.085223954431e-03	5.099686401906e-03	5.120775644566e-03	5.153363630285e-03	5.495837807867e-03	5.511721917209e-03	30.25904783	39.22064151	70.59203865	82.39114858	88.79969766	144.59515967	146.50473479	150.72636054	171.04071280	171.94496402	229.92634703	258.39822387	519.17518573	519.46828374	520.11003211	520.30923386	533.37872064	557.58495036	558.03882640	559.62589656	561.94017344	565.51629152	603.09848846	604.84156798
1.9541571325e+00	6.2202753442e-01	2.767431432288e-04	3.582135854631e-04	6.444865029800e-04	7.501160079374e-04	8.085140467058e-04	1.316652826919e-03	1.335523431388e-03	1.373946644371e-03	1.558390590627e-03	1.566673423280e-03	2.095813385873e-03	2.354420593213e-03	4.731085805139e-03	4.733739216985e-03	4.739599298273e-03	4.741410666239e-03	4.860868972694e-03	5.081088797174e-03	5.085215261411e-03	5.099721678030e-03	5.120747852280e-03	5.152841964805e-03	5.495956395384e-03	5.511749372478e-03	30.36904967	39.30939731	70.72421883	82.31571716	88.72416118	144.48594691	146.55675639	150.77321664	171.01360020	171.92253602	229.98893514	258.36779589	519.17665652	519.46783481	520.11090440	520.30967906	533.41871294	557.58504534	558.03787245	559.62976767	561.93712359	565.45904535	603.11150193	604.84458085
1.9580890382e+00	6.2327909887e-01	2.777435017263e-04	3.590220838797e-04	6.456909027932e-04	7.494284271021e-04	8.078255088317e-04	1.315657183442e-03	1.335997194486e-03	1.374373296852e-03	1.558143066491e-03	1.566468645920e-03	2.096383285077e-03	2.354142783478e-03	4.731099128821e-03	4.733735139596e-03	4.739607243849e-03	4.741414699571e-03	4.861234075207e-03	5.081089695188e-03	5.085206561353e-03	5.099756960906e-03	5.120720018525e-03	5.152320190468e-03	5.496074561295e-03	5.511776778692e-03	30.47882633	39.39811976	70.85638643	82.24026389	88.64860288	144.37668767	146.60874588	150.82003634	170.98643756	171.90006430	230.05147434	258.33730979	519.17811862	519.46738737	520.11177633	520.31012167	533.45877831	557.58514389	558.03691773	559.63363952	561.93406919	565.40178724	603.12446914	604.84758833
1.9620209439e+00	6.2453066333e-01	2.787418304655e-04	3.598302797126e-04	6.468951859577e-04	7.487406469191e-04	8.071367722810e-04	1.314661116453e-03	1.336470664744e-03	1.374799617476e-03	1.557895086649e-03	1.566263470207e-03	2.096952738609e-03	2.353864444319e-03	4.731112373761e-03	4.733731075712e-03	4.739615186029e-03	4.741418709264e-03	4.861599842163e-03	5.081090625617e-03	5.085197854315e-03	5.099792250148e-03	5.120692143384e-03	5.151798308669e-03	5.496192306062e-03	5.511804135268e-03	30.58838024	39.48680900	70.98854123	82.16478873	88.57302278	144.26738195	146.66070324	150.86681962	170.95922492	171.87754887	230.11396465	258.30676560	519.17957209	519.46694141	520.11264788	520.31056168	533.49891660	557.58524599	558.03596224	559.63751207	561.93101025	565.34451733	603.13739014	604.85059037
1.9659528496e+00	6.2578222778e-01	2.797381513505e-04	3.606381743395e-04	6.480993504886e-04	7.480526672391e-04	8.064478371597e-04	1.313664625995e-03	1.336943841907e-03	1.375225606109e-03	1.557646651337e-03	1.566057896220e-03	2.097521746374e-03	2.353585575890e-03	4.731125540335e-03	4.733727025307e-03	4.739623124723e-03	4.741422695290e-03	4.861966272202e-03	5.081091588407e-03	5.085189140356e-03	5.099827545356e-03	5.120664226940e-03	5.151276320816e-03	5.496309630153e-03	5.511831441621e-03	30.69771382	39.57546518	71.12068302	82.08929169	88.49742089	144.15802976	146.71262843	150.91356647	170.93196230	171.85498973	230.17640603	258.27616333	519.18101695	519.46649693	520.11351905	520.31099909	533.53912765	557.58535165	558.03500600	559.64138527	561.92794677	565.28723578	603.15026497	604.85358689
1.9698847553e+00	6.2703379224e-01	2.807324859258e-04	3.614457691233e-04	6.493033944157e-04	7.473644879114e-04	8.057587035735e-04	1.312667712114e-03	1.337416725720e-03	1.375651262617e-03	1.557397760788e-03	1.565851924037e-03	2.098090308278e-03	2.353306178342e-03	4.731138628917e-03	4.733722988357e-03	4.739631059844e-03	4.741426657619e-03	4.862333363963e-03	5.081092583502e-03	5.085180419536e-03	5.099862846118e-03	5.120636269274e-03	5.150754228334e-03	5.496426534033e-03	5.511858697167e-03	30.80682943	39.66408847	71.25281157	82.01377274	88.42179722	144.04863111	146.76452143	150.96027687	170.90464972	171.83238690	230.23879849	258.24550299	519.18245326	519.46605392	520.11438983	520.31143391	533.57941131	557.58546084	558.03404900	559.64525908	561.92487877	565.22994275	603.16309369	604.85657784
1.9738166610e+00	6.2828535670e-01	2.817248553847e-04	3.622530654120e-04	6.505073157831e-04	7.466761087848e-04	8.050693716279e-04	1.311670374856e-03	1.337889315927e-03	1.376076586865e-03	1.557148415240e-03	1.565645553734e-03	2.098658424226e-03	2.353026251829e-03	4.731151639879e-03	4.733718964837e-03	4.739638991304e-03	4.741430596221e-03	4.862701116084e-03	5.081093610850e-03	5.085171691914e-03	5.099898152005e-03	5.120608270469e-03	5.150232032663e-03	5.496543018170e-03	5.511885901320e-03	30.91572939	39.75267900	71.38492667	81.93823186	88.34615178	143.93918600	146.81638221	151.00695082	170.87728721	171.80974038	230.30114201	258.21478460	519.18388104	519.46561239	520.11526021	520.31186612	533.61976744	557.58557358	558.03309125	559.64913345	561.92180626	565.17263840	603.17587634	604.85956316
1.9777485667e+00	6.2953692115e-01	2.827152805770e-04	3.630600645393e-04	6.517111126496e-04	7.459875297065e-04	8.043798414284e-04	1.310672614267e-03	1.338361612274e-03	1.376501578721e-03	1.556898614926e-03	1.565438785391e-03	2.099226094122e-03	2.352745796501e-03	4.731164573594e-03	4.733714954721e-03	4.739646919016e-03	4.741434511068e-03	4.863069527204e-03	5.081094670393e-03	5.085162957548e-03	5.099933462573e-03	5.120580230608e-03	5.149709735256e-03	5.496659083033e-03	5.511913053493e-03	31.02441599	39.84123691	71.51702810	81.86266904	88.27048459	143.82969443	146.86821074	151.05358828	170.84987479	171.78705017	230.36343658	258.18400819	519.18530036	519.46517233	520.11613017	520.31229573	533.66019589	557.58568985	558.03213277	559.65300834	561.91872924	565.11532289	603.18861299	604.86254276
1.9816804724e+00	6.3078848561e-01	2.837037820159e-04	3.638667678247e-04	6.529147830878e-04	7.452987505232e-04	8.036901130803e-04	1.309674430392e-03	1.338833614504e-03	1.376926238049e-03	1.556648360084e-03	1.565231619085e-03	2.099793317870e-03	2.352464812513e-03	4.731177430434e-03	4.733710957983e-03	4.739654842893e-03	4.741438402130e-03	4.863438595958e-03	5.081095762079e-03	5.085154216498e-03	5.099968777363e-03	5.120552149775e-03	5.149187337589e-03	5.496774729093e-03	5.511940153100e-03	31.13289149	39.92976237	71.64911567	81.78708426	88.19479565	143.72015641	146.92000700	151.10018926	170.82241250	171.76431630	230.42568219	258.15317376	519.18671123	519.46473374	520.11699972	520.31272272	533.70069650	557.58580965	558.03117355	559.65688369	561.91564772	565.05799637	603.20130368	604.86551660
1.9856123781e+00	6.3204005006e-01	2.846903798859e-04	3.646731765733e-04	6.541183251847e-04	7.446097710802e-04	8.030001866886e-04	1.308675823278e-03	1.339305322362e-03	1.377350564717e-03	1.556397650949e-03	1.565024054895e-03	2.100360095375e-03	2.352183300017e-03	4.731190210770e-03	4.733706974597e-03	4.739662762846e-03	4.741442269379e-03	4.863808320983e-03	5.081096885852e-03	5.085145468825e-03	5.100004095898e-03	5.120524028050e-03	5.148664841153e-03	5.496889956819e-03	5.511967199553e-03	31.24115809	40.01825550	71.78118914	81.71147751	88.11908498	143.61057194	146.97177095	151.14675372	170.79490035	171.74153876	230.48787883	258.12228134	519.18811371	519.46429662	520.11786883	520.31314710	533.74126914	557.58593297	558.03021360	559.66075945	561.91256172	565.00065901	603.21394846	604.86848461
1.9895442838e+00	6.3329161452e-01	2.856750940494e-04	3.654792920762e-04	6.553217370413e-04	7.439205912219e-04	8.023100623584e-04	1.307676792974e-03	1.339776735592e-03	1.377774558589e-03	1.556146487757e-03	1.564816092899e-03	2.100926426540e-03	2.351901259165e-03	4.731202914972e-03	4.733703004536e-03	4.739670678789e-03	4.741446112786e-03	4.864178700915e-03	5.081098041657e-03	5.085136714586e-03	5.100039417682e-03	5.120495865519e-03	5.148142247458e-03	5.497004766684e-03	5.511994192264e-03	31.34921798	40.10671645	71.91324833	81.63584876	88.04335259	143.50094104	147.02350258	151.19328167	170.76733837	171.71871757	230.55002649	258.09133093	519.18950783	519.46386095	520.11873751	520.31356887	533.78191363	557.58605981	558.02925293	559.66463557	561.90947124	564.94331098	603.22654739	604.87144671
1.9934761894e+00	6.3454317897e-01	2.866579440538e-04	3.662851156110e-04	6.565250167722e-04	7.432312107918e-04	8.016197401943e-04	1.306677339526e-03	1.340247853937e-03	1.378198219532e-03	1.555894870745e-03	1.564607733175e-03	2.101492311270e-03	2.351618690110e-03	4.731215543411e-03	4.733699047776e-03	4.739678590634e-03	4.741449932323e-03	4.864549734388e-03	5.081099229439e-03	5.085127953841e-03	5.100074742202e-03	5.120467662263e-03	5.147619558036e-03	5.497119159161e-03	5.512021130642e-03	31.45707330	40.19514536	72.04529302	81.56019800	87.96759849	143.39126370	147.07520184	151.23977309	170.73972660	171.69585273	230.61212516	258.06032256	519.19089365	519.46342675	520.11960573	520.31398801	533.82262985	557.58619015	558.02829155	559.66851199	561.90637629	564.88595245	603.23910051	604.87440286
1.9974080951e+00	6.3579474343e-01	2.876389491381e-04	3.670906484415e-04	6.577281625058e-04	7.425416296321e-04	8.009292203011e-04	1.305677462983e-03	1.340718677141e-03	1.378621547413e-03	1.555642800150e-03	1.564398975803e-03	2.102057749468e-03	2.351335593007e-03	4.731228096455e-03	4.733695104288e-03	4.739686498293e-03	4.741453727960e-03	4.864921420037e-03	5.081100449142e-03	5.085119186651e-03	5.100110068921e-03	5.120439418367e-03	5.147096774440e-03	5.497233134724e-03	5.512048014099e-03	31.56472616	40.28354237	72.17732300	81.48452522	87.89182269	143.28153993	147.12686871	151.28622795	170.71206505	171.67294426	230.67417483	258.02925624	519.19227118	519.46299400	520.12047350	520.31440454	533.86341764	557.58632400	558.02732947	559.67238865	561.90327688	564.82858358	603.25160788	604.87735298
2.0013400008e+00	6.3704630788e-01	2.886181282392e-04	3.678958918178e-04	6.589311723844e-04	7.418518475840e-04	8.002385027832e-04	1.304677163392e-03	1.341189204947e-03	1.379044542097e-03	1.555390276210e-03	1.564189820861e-03	2.102622741038e-03	2.351051968006e-03	4.731240574473e-03	4.733691174046e-03	4.739694401680e-03	4.741457499672e-03	4.865293756495e-03	5.081101700712e-03	5.085110413075e-03	5.100145397283e-03	5.120411133913e-03	5.146573898245e-03	5.497346693849e-03	5.512074842045e-03	31.67217865	40.37190762	72.30933808	81.40883039	87.81602520	143.17176974	147.17850317	151.33264626	170.68435375	171.64999216	230.73617549	257.99813200	519.19364049	519.46256271	520.12134079	520.31481843	533.90427684	557.58646134	558.02636668	559.67626548	561.90017302	564.77120455	603.26406956	604.88029700
2.0052719065e+00	6.3829787234e-01	2.895954999986e-04	3.687008469771e-04	6.601340445635e-04	7.411618644878e-04	7.995475877449e-04	1.303676440804e-03	1.341659437099e-03	1.379467203451e-03	1.555137299162e-03	1.563980268428e-03	2.103187285882e-03	2.350767815263e-03	4.731252977833e-03	4.733687257022e-03	4.739702300708e-03	4.741461247428e-03	4.865666742397e-03	5.081102984093e-03	5.085101633172e-03	5.100180726708e-03	5.120382808986e-03	5.146050931052e-03	5.497459837011e-03	5.512101613887e-03	31.77943280	40.46024124	72.44133804	81.33311349	87.74020604	143.06195313	147.23010519	151.37902798	170.65659273	171.62699644	230.79812713	257.96694984	519.19500160	519.46213286	520.12220761	520.31522970	533.94520731	557.58660218	558.02540319	559.68014244	561.89706472	564.71381554	603.27648558	604.88323487
2.0092038122e+00	6.3954943680e-01	2.905710827682e-04	3.695055151430e-04	6.613367772120e-04	7.404716801825e-04	7.988564752903e-04	1.302675295268e-03	1.342129373339e-03	1.379889531342e-03	1.554883869245e-03	1.563770318582e-03	2.103751383903e-03	2.350483134930e-03	4.731265306902e-03	4.733683353190e-03	4.739710195290e-03	4.741464971202e-03	4.866040376374e-03	5.081104299230e-03	5.085092847002e-03	5.100216056593e-03	5.120354443668e-03	5.145527874484e-03	5.497572564688e-03	5.512128329034e-03	31.88649064	40.54854336	72.57332269	81.25737452	87.66436521	142.95209011	147.28167473	151.42537311	170.62878201	171.60395710	230.86002973	257.93570978	519.19635456	519.46170447	520.12307394	520.31563834	533.98620890	557.58674650	558.02443902	559.68401945	561.89395199	564.65641671	603.28885601	604.88616652
2.0131357179e+00	6.4080100125e-01	2.915448946166e-04	3.703098975264e-04	6.625393685121e-04	7.397812945063e-04	7.981651655235e-04	1.301673726834e-03	1.342599013411e-03	1.380311525635e-03	1.554629986695e-03	1.563559971405e-03	2.104315035005e-03	2.350197927160e-03	4.731277562045e-03	4.733679462521e-03	4.739718085338e-03	4.741468670966e-03	4.866414657059e-03	5.081105646067e-03	5.085084054626e-03	5.100251386307e-03	5.120326038043e-03	5.145004730195e-03	5.497684877359e-03	5.512154986893e-03	31.99335414	40.63681412	72.70529183	81.18161345	87.58850274	142.84218068	147.33321177	151.47168163	170.60092162	171.58087417	230.92188329	257.90441185	519.19769940	519.46127752	520.12393977	520.31604434	534.02728146	557.58689430	558.02347417	559.68789644	561.89083483	564.59900826	603.30118091	604.88909188
2.0170676236e+00	6.4205256571e-01	2.925169533345e-04	3.711139953251e-04	6.637418166594e-04	7.390907072962e-04	7.974736585483e-04	1.300671735551e-03	1.343068357056e-03	1.380733186198e-03	1.554375651752e-03	1.563349226974e-03	2.104878239090e-03	2.349912192107e-03	4.731289743629e-03	4.733675584988e-03	4.739725970767e-03	4.741472346692e-03	4.866789583083e-03	5.081107024548e-03	5.085075256103e-03	5.100286715192e-03	5.120297592196e-03	5.144481499865e-03	5.497796775503e-03	5.512181586872e-03	32.10002525	40.72505366	72.83724527	81.10583026	87.51261862	142.73222484	147.38471628	151.51795353	170.57301158	171.55774764	230.98368779	257.87305605	519.19903618	519.46085201	520.12480510	520.31644771	534.06842484	557.58704557	558.02250864	559.69177333	561.88771326	564.54159037	603.31346031	604.89201089
2.0209995293e+00	6.4330413016e-01	2.934872764407e-04	3.719178097244e-04	6.649441198620e-04	7.383999183879e-04	7.967819544684e-04	1.299669321471e-03	1.343537404017e-03	1.381154512896e-03	1.554120864654e-03	1.563138085369e-03	2.105440996060e-03	2.349625929925e-03	4.731301852018e-03	4.733671720562e-03	4.739733851488e-03	4.741475998354e-03	4.867165153077e-03	5.081108434619e-03	5.085066451494e-03	5.100322042562e-03	5.120269106210e-03	5.143958185205e-03	5.497908259600e-03	5.512208128376e-03	32.20650590	40.81326209	72.96918279	81.03002494	87.43671287	142.62222261	147.43618823	151.56418879	170.54505193	171.53457753	231.04544323	257.84164241	519.20036492	519.46042793	520.12566991	520.31684843	534.10963888	557.58720030	558.02154245	559.69565006	561.88458728	564.48416322	603.32569427	604.89492349
2.0249314350e+00	6.4455569462e-01	2.944558811879e-04	3.727213418970e-04	6.661462763415e-04	7.377089276164e-04	7.960900533871e-04	1.298666484646e-03	1.344006154037e-03	1.381575505596e-03	1.553865625641e-03	1.562926546670e-03	2.106003305817e-03	2.349339140767e-03	4.731313887576e-03	4.733667869215e-03	4.739741727416e-03	4.741479625925e-03	4.867541365672e-03	5.081109876222e-03	5.085057640857e-03	5.100357367697e-03	5.120240580169e-03	5.143434787960e-03	5.498019330132e-03	5.512234610811e-03	32.31279799	40.90143956	73.10110422	80.95419747	87.36078550	142.51217399	147.48762760	151.61038740	170.51704269	171.51136384	231.10714960	257.81017093	519.20168567	519.46000530	520.12653419	520.31724651	534.15092344	557.58735850	558.02057559	559.69952655	561.88145691	564.42672702	603.33788286	604.89782960
2.0288633407e+00	6.4580725907e-01	2.954227845672e-04	3.735245930030e-04	6.673482843318e-04	7.370177348153e-04	7.953979554080e-04	1.297663225126e-03	1.344474606857e-03	1.381996164165e-03	1.553609934952e-03	1.562714610957e-03	2.106565168263e-03	2.349051824787e-03	4.731325850667e-03	4.733664030919e-03	4.739749598463e-03	4.741483229377e-03	4.867918219499e-03	5.081111349302e-03	5.085048824255e-03	5.100392689847e-03	5.120212014157e-03	5.142911309906e-03	5.498129987581e-03	5.512261033582e-03	32.41890337	40.98958618	73.23300935	80.87834783	87.28483653	142.40207898	147.53903436	151.65654934	170.48898388	171.48810658	231.16880687	257.77864165	519.20299847	519.45958409	520.12739794	520.31764194	534.19227837	557.58752015	558.01960808	559.70340271	561.87832216	564.36928194	603.35002611	604.90072916
2.0327952464e+00	6.4705882353e-01	2.963880033145e-04	3.743275641904e-04	6.685501420799e-04	7.363263398174e-04	7.947056606341e-04	1.296659542965e-03	1.344942762219e-03	1.382416488470e-03	1.553353792825e-03	1.562502278310e-03	2.107126583301e-03	2.348763982139e-03	4.731337741651e-03	4.733660205644e-03	4.739757464545e-03	4.741486808684e-03	4.868295713186e-03	5.081112853803e-03	5.085040001746e-03	5.100428008224e-03	5.120183408259e-03	5.142387752859e-03	5.498240232432e-03	5.512287396092e-03	32.52482388	41.07770208	73.36489799	80.80247600	87.20886596	142.29193760	147.59040847	151.70267460	170.46087553	171.46480577	231.23041505	257.74705457	519.20430335	519.45916432	520.12826114	520.31803473	534.23370351	557.58768525	558.01863993	559.70727845	561.87518302	564.31182819	603.36212408	604.90362211
2.0367271521e+00	6.4831038798e-01	2.973515539145e-04	3.751302565950e-04	6.697518478453e-04	7.356347424541e-04	7.940131691684e-04	1.295655438214e-03	1.345410619864e-03	1.382836478377e-03	1.553097199503e-03	1.562289548808e-03	2.107687550831e-03	2.348475612977e-03	4.731349560892e-03	4.733656393361e-03	4.739765325573e-03	4.741490363819e-03	4.868673845364e-03	5.081114389669e-03	5.085031173392e-03	5.100463322003e-03	5.120154762559e-03	5.141864118671e-03	5.498350065168e-03	5.512313697746e-03	32.63056134	41.16578739	73.49676996	80.72658196	87.13287380	142.18174984	147.64174991	151.74876316	170.43271767	171.44146140	231.29197412	257.71540971	519.20560036	519.45874597	520.12912379	520.31842486	534.27519872	557.58785379	558.01767113	559.71115369	561.87203952	564.25436598	603.37417683	604.90650839
2.0406590578e+00	6.4956195244e-01	2.983134526066e-04	3.759326713406e-04	6.709533998997e-04	7.349429425557e-04	7.933204811138e-04	1.294650910928e-03	1.345878179535e-03	1.383256133753e-03	1.552840155224e-03	1.562076422533e-03	2.108248070754e-03	2.348186717455e-03	4.731361308750e-03	4.733652594042e-03	4.739773181461e-03	4.741493894756e-03	4.869052614661e-03	5.081115956844e-03	5.085022339252e-03	5.100498630319e-03	5.120126077142e-03	5.141340409239e-03	5.498459486276e-03	5.512339937945e-03	32.73611752	41.25384223	73.62862505	80.65066570	87.05686007	142.07151571	147.69305866	151.79481502	170.40451032	171.41807350	231.35348408	257.68370709	519.20688954	519.45832904	520.12998587	520.31881233	534.31676385	557.58802577	558.01670169	559.71502833	561.86889166	564.19689552	603.38618441	604.90938792
2.0445909635e+00	6.5081351690e-01	2.992737153891e-04	3.767348095392e-04	6.721547965275e-04	7.342509399518e-04	7.926275965730e-04	1.293645961159e-03	1.346345440972e-03	1.383675454464e-03	1.552582660228e-03	1.561862899563e-03	2.108808142973e-03	2.347897295726e-03	4.731372985584e-03	4.733648807656e-03	4.739781032125e-03	4.741497401470e-03	4.869432019704e-03	5.081117555272e-03	5.085013499388e-03	5.100533932262e-03	5.120097352091e-03	5.140816626501e-03	5.498568496242e-03	5.512366116093e-03	32.84149418	41.34186672	73.76046309	80.57472719	86.98082478	141.96123522	147.74433467	151.84083015	170.37625351	171.39464206	231.41494490	257.65194673	519.20817093	519.45791353	520.13084738	520.31919715	534.35839874	557.58820118	558.01573163	559.71890227	561.86573945	564.13941700	603.39814687	604.91226064
2.0485228692e+00	6.5206508135e-01	3.002323580245e-04	3.775366722911e-04	6.733560360253e-04	7.335587344703e-04	7.919345156484e-04	1.292640588962e-03	1.346812403917e-03	1.384094440379e-03	1.552324714758e-03	1.561648979980e-03	2.109367767388e-03	2.347607347946e-03	4.731384591754e-03	4.733645034174e-03	4.739788877476e-03	4.741500883933e-03	4.869812059123e-03	5.081119184895e-03	5.085004653859e-03	5.100569226877e-03	5.120068587493e-03	5.140292772444e-03	5.498677095554e-03	5.512392231590e-03	32.94669305	41.42986099	73.89228389	80.49876642	86.90476794	141.85090837	147.79557793	151.88680854	170.34794726	171.37116710	231.47635658	257.62012864	519.20944456	519.45749944	520.13170831	520.31957931	534.40010324	557.58838001	558.01476094	559.72277541	561.86258290	564.08193067	603.41006427	604.91512648
2.0524547749e+00	6.5331664581e-01	3.011893960436e-04	3.783382606848e-04	6.745571167017e-04	7.328663259384e-04	7.912412384423e-04	1.291634794392e-03	1.347279068110e-03	1.384513091362e-03	1.552066319053e-03	1.561434663864e-03	2.109926943899e-03	2.347316874268e-03	4.731396127618e-03	4.733641273565e-03	4.739796717430e-03	4.741504342121e-03	4.870192731546e-03	5.081120845659e-03	5.084995802726e-03	5.100604513159e-03	5.120039783431e-03	5.139768849106e-03	5.498785284702e-03	5.512418283837e-03	33.05171583	41.51782515	74.02408726	80.42278336	86.82868956	141.74053518	147.84678841	151.93275017	170.31959161	171.34764862	231.53771911	257.58825284	519.21071047	519.45708676	520.13256865	520.31995880	534.44187721	557.58856226	558.01378964	559.72664763	561.85942202	564.02443673	603.42193665	604.91798538
2.0563866806e+00	6.5456821026e-01	3.021448447504e-04	3.791395757976e-04	6.757580368776e-04	7.321737141819e-04	7.905477650570e-04	1.290628577502e-03	1.347745433291e-03	1.384931407283e-03	1.551807473355e-03	1.561219951297e-03	2.110485672407e-03	2.347025874846e-03	4.731407593533e-03	4.733637525799e-03	4.739804551900e-03	4.741507776008e-03	4.870574035598e-03	5.081122537505e-03	5.084986946050e-03	5.100639790049e-03	5.120010939990e-03	5.139244858579e-03	5.498893064174e-03	5.512444272235e-03	33.15656421	41.60575932	74.15587302	80.34677801	86.75258966	141.63011564	147.89796607	151.97865504	170.29118658	171.32408664	231.59903247	257.55631934	519.21196871	519.45667549	520.13342838	520.32033562	534.48372050	557.58874792	558.01281774	559.73051882	561.85625682	563.96693541	603.43376408	604.92083728
2.0603185863e+00	6.5581977472e-01	3.030987192263e-04	3.799406186954e-04	6.769587948856e-04	7.314808990257e-04	7.898540955943e-04	1.289621938350e-03	1.348211499203e-03	1.385349388006e-03	1.551548177906e-03	1.561004842358e-03	2.111043952812e-03	2.346734349836e-03	4.731418989855e-03	4.733633790846e-03	4.739812380800e-03	4.741511185568e-03	4.870955969907e-03	5.081124260378e-03	5.084978083892e-03	5.100675056432e-03	5.119982057256e-03	5.138720803014e-03	5.499000434461e-03	5.512470196183e-03	33.26123983	41.69366361	74.28764098	80.27075033	86.67646823	141.51964976	147.94911089	152.02452312	170.26273219	171.30048117	231.66029667	257.52432817	519.21321931	519.45626563	520.13428750	520.32070978	534.52563294	557.58893698	558.01184523	559.73438886	561.85308730	563.90942696	603.44554661	604.92368211
