 kR11
          -4           0           1           1  -1.1837294123900001E-003
          -4           0           1           2  -1.1177242646700000E-003
          -4           0           1           3  -5.1145720215199996E-006
          -4           0           1           4   1.7349672648000000E-004
          -4           0           1           5  -2.7865059149199999E-004
          -4           0           1           6  -3.7498968482399999E-006
          -4           0           1           7   4.2623596875000002E-005
          -4           0           1           8   2.5249600210300001E-004
          -4           0           1           9   1.1750264112200001E-007
          -4           0           1          10  -2.9605348304299997E-004
          -4           0           1          11   2.9406211573300000E-004
          -4           0           1          12  -8.0528722204400004E-007
          -4           0           1          13  -1.2911487730899999E-004
          -4           0           1          14   1.2873843865099999E-003
          -4           0           1          15  -8.3955400135999999E-007
          -4           0           1          16  -8.8160292711799999E-005
          -4           0           1          17   1.2692839111100001E-004
          -4           0           1          18  -2.3976165117800000E-006
          -4           0           1          19   1.5039520925500000E-003
          -4           0           1          20  -1.6515417432799999E-003
          -4           0           1          21  -1.9585784003799999E-006
          -4           0           1          22   2.6294461015400001E-004
          -4           0           1          23   4.0934019210399999E-005
          -4           0           1          24   1.2192303898600001E-006
          -4           0           1          25  -1.3752082808600000E-004
          -4           0           1          26   5.2955391476999997E-004
          -4           0           1          27  -1.4065828759800000E-006
          -4           0           1          28   1.4520846340300000E-004
          -4           0           1          29   6.4029725881600006E-005
          -4           0           1          30   1.3322398986000000E-006
          -4           0           1          31  -2.0586375362700000E-004
          -4           0           1          32   2.1531655988800001E-004
          -4           0           1          33   2.8654852423200002E-007
          -4           0           1          34   1.0730905279800001E-004
          -4           0           1          35  -2.4043197965499999E-004
          -4           0           1          36  -1.2590623217600000E-006
          -4           0           1          37   3.3290970844199999E-004
          -4           0           1          38  -3.7300937914499997E-005
          -4           0           1          39   1.5463640180200000E-007
          -4           0           1          40  -6.1046045531699998E-004
          -4           0           1          41   7.2580965019600000E-006
          -4           0           1          42  -3.0804612857800001E-006
          -4           0           1          43  -9.4648641239000001E-005
          -4           0           1          44   8.6778778984599998E-005
          -4           0           1          45  -1.4134984326100000E-006
          -4           0           2           1   1.1177242646700000E-003
          -4           0           2           2   1.8148426247500001E-003
          -4           0           2           3  -1.3160896564600000E-006
          -4           0           2           4  -2.7865059149199999E-004
          -4           0           2           5   5.4576130015200001E-004
          -4           0           2           6   1.0146194743800001E-006
          -4           0           2           7  -1.2197185674700001E-004
          -4           0           2           8  -1.8059553800300000E-003
