# omega_cm^-1	T_trunc_dy_le_3_adaptive
0.00000000	0.000000000000e+00
21.25000000	1.600499889132e-03
42.50000000	3.574167828680e-03
63.75000000	1.600653522486e-02
85.00000000	8.063256582852e-02
106.25000000	8.747095399845e-02
127.50000000	9.451593518023e-02
148.75000000	1.050842104872e-01
170.00000000	1.160087567971e-01
191.25000000	2.151032246999e-01
212.50000000	2.953119663679e-01
233.75000000	3.389142175544e-01
255.00000000	3.682664353147e-01
276.25000000	3.877589458454e-01
297.50000000	4.299095194343e-01
318.75000000	4.242695724127e-01
340.00000000	4.127538483432e-01
361.25000000	4.561311440951e-01
382.50000000	5.950706356030e-01
403.75000000	8.925646425014e-01
425.00000000	7.015450160554e-01
446.25000000	8.681468130593e-01
467.50000000	1.235622395452e+00
488.75000000	7.938416285149e-01
510.00000000	6.511195287091e-01
531.25000000	5.391805015143e-01
552.50000000	5.142890127610e-01
573.75000000	6.724192986364e-01
595.00000000	8.515393431064e-01
616.25000000	1.153276372943e+00
637.50000000	1.362424678266e+00
658.75000000	1.268480871119e+00
680.00000000	1.166065367973e+00
701.25000000	9.827311181324e-01
722.50000000	8.803443760085e-01
743.75000000	1.109532111374e+00
765.00000000	1.051019951587e+00
786.25000000	8.955277963308e-01
807.50000000	7.433691463912e-01
828.75000000	8.599381322428e-01
850.00000000	7.126533621185e-01
871.25000000	5.471912812333e-01
892.50000000	5.127460742447e-01
913.75000000	5.601363762655e-01
935.00000000	5.530279397988e-01
956.25000000	4.839607123725e-01
977.50000000	4.648084398207e-01
998.75000000	3.953716646722e-01
1020.00000000	3.616145849415e-01
1041.25000000	3.005555347589e-01
1062.50000000	2.783634893929e-01
1083.75000000	5.233475289163e-01
1105.00000000	7.419495575621e-01
1126.25000000	8.185173616463e-01
1147.50000000	7.620764168799e-01
1168.75000000	5.940915521662e-01
1190.00000000	4.459201912189e-01
1211.25000000	5.107088692470e-01
1232.50000000	6.258195282408e-01
1253.75000000	6.198169279021e-01
1275.00000000	5.343459032707e-01
1296.25000000	4.858201689384e-01
1317.50000000	3.911162405860e-01
1338.75000000	4.280070476673e-01
1360.00000000	1.010487694612e+00
1381.25000000	9.543820722411e-01
1402.50000000	7.967060056929e-01
1423.75000000	6.928861469305e-01
1445.00000000	6.117182478864e-01
1466.25000000	4.105696213345e-01
1487.50000000	3.944461476957e-01
1508.75000000	3.006362719303e-01
1530.00000000	2.102261707645e-01
1551.25000000	2.925547369886e-01
1572.50000000	1.920016070716e-01
1593.75000000	1.100053175508e-01
1615.00000000	1.138178639173e-10
1636.25000000	1.914273016012e-11
1657.50000000	2.691259417377e-13
1678.75000000	4.046421921542e-14
1700.00000000	1.102255432732e-14
